Title,Publishing Date,Source
How to Tell if Your Gut Is Unhealthy  ,"Jul 27, 2019",https://beforeitsnews.com/v3/health/2019/2963838.html
The Spike Protein Is The Plague! - Must Video ,"Jun 17, 2021",https://beforeitsnews.com/health/2021/06/the-spike-protein-is-the-plague-must-video-3040146.html
5 Health Tips for Seniors ,"Jul 24, 2021",https://beforeitsnews.com/health/2021/07/5-health-tips-for-seniors-3040703.html
How This Dad Outlived All His Cardiologists ,"Jul 28, 2014",https://beforeitsnews.com/health/2014/07/how-this-dad-outlived-all-his-cardiologists-2544172.html
Do You Have An Appropriate Health Insurance Cover? ,"Jul 30, 2021",https://beforeitsnews.com/healthcare/2021/07/do-you-have-an-appropriate-health-insurance-cover-2539950.html
The Universal Antidote - Chlorine Dioxide Documentary (Video) ,"Feb 6, 2021",https://beforeitsnews.com/health/2021/02/the-universal-antidote-chlorine-dioxide-documentary-video-3037669.html
You Should Never Use Coffee Creamers Here's The Awful Truth Nobody Talks About (Video) ,"Feb 2, 2020",https://beforeitsnews.com/health/2020/02/you-should-never-use-coffee-creamers-heres-the-awful-truth-nobody-talks-about-video-3005723.html
Stay Away From Vaccinated People! Vaccine Shedding To Others! - Must Video ,"Apr 23, 2021",https://beforeitsnews.com/health/2021/04/stay-away-from-vaccinated-people-vaccine-shedding-to-others-must-video-3039080.html
Dr. Sherri Tenpenny Explains How the Depopulation COVID Vaccines Will Start Working in 3-6 Months! - Must Video ,"Feb 11, 2021",https://beforeitsnews.com/health/2021/02/dr-sherri-tenpenny-explains-how-the-depopulation-covid-vaccines-will-start-working-in-3-6-months-must-video-3037796.html
"Alert The ""Vaccine"" Is a Bioweapon - 5 Doctors Testify ","Apr 26, 2021",https://beforeitsnews.com/healthcare/2021/04/alert-the-vaccine-is-a-bioweapon-5-doctors-testify-2539811.html
"W.H.O. Concedes the Covid Virus Is Just Like the Common Flu! 500,000 Americans Dead From Vaccine! - A Must Video ","Aug 5, 2021",https://beforeitsnews.com/health/2021/08/w-h-o-concedes-the-covid-virus-is-just-like-the-common-flu-500000-americans-dead-from-vaccine-a-must-video-3040923.html
Diabetes Improvements Worth Knowing  ,"Feb 10, 2021",https://beforeitsnews.com/health/2021/02/diabetes-improvements-worth-knowing-3037779.html
The Universal Antidote - Chlorine Dioxide Documentary (Video) ,"Feb 6, 2021",https://beforeitsnews.com/health/2021/02/the-universal-antidote-chlorine-dioxide-documentary-video-3037669.html
You Should Never Use Coffee Creamers Here's The Awful Truth Nobody Talks About (Video) ,"Feb 2, 2020",https://beforeitsnews.com/health/2020/02/you-should-never-use-coffee-creamers-heres-the-awful-truth-nobody-talks-about-video-3005723.html
Stay Away From Vaccinated People! Vaccine Shedding To Others! - Must Video ,"Apr 23, 2021",https://beforeitsnews.com/health/2021/04/stay-away-from-vaccinated-people-vaccine-shedding-to-others-must-video-3039080.html
Dr. Sherri Tenpenny Explains How the Depopulation COVID Vaccines Will Start Working in 3-6 Months! - Must Video ,"Feb 11, 2021",https://beforeitsnews.com/health/2021/02/dr-sherri-tenpenny-explains-how-the-depopulation-covid-vaccines-will-start-working-in-3-6-months-must-video-3037796.html
"Alert The ""Vaccine"" Is a Bioweapon - 5 Doctors Testify ","Apr 26, 2021",https://beforeitsnews.com/healthcare/2021/04/alert-the-vaccine-is-a-bioweapon-5-doctors-testify-2539811.html
"W.H.O. Concedes the Covid Virus Is Just Like the Common Flu! 500,000 Americans Dead From Vaccine! - A Must Video ","Aug 5, 2021",https://beforeitsnews.com/health/2021/08/w-h-o-concedes-the-covid-virus-is-just-like-the-common-flu-500000-americans-dead-from-vaccine-a-must-video-3040923.html
Diabetes Improvements Worth Knowing  ,"Feb 10, 2021",https://beforeitsnews.com/health/2021/02/diabetes-improvements-worth-knowing-3037779.html
Healthy Habits Every Adult Man Must Have ,"Jul 1, 2021",https://beforeitsnews.com/health/2021/07/healthy-habits-every-adult-man-must-have-3040350.html
Catherine Austin Fitts Unravels the Real Covid Agenda (Highwire) ,"Aug 13, 2021",https://beforeitsnews.com/health/2021/08/catherine-austin-fitts-unravels-the-real-covid-agenda-highwire-3041064.html
"Backup Comms for Natural News & The Health Ranger: Emergency IP Backup Site, Telegram, Brighteon! - Mike Adams +Must Video ","Jan 10, 2021",https://beforeitsnews.com/opinion-conservative/2021/01/backup-comms-for-natural-news-the-health-ranger-emergency-ip-backup-site-telegram-brighteon-mike-adams-must-video-3560967.html
Drinking Cow Urine Is Good For You? ,"Jan 15, 2014",https://beforeitsnews.com/health/2014/01/drinking-cow-urine-is-good-for-you-2519044.html
How to Tell if Your Gut Is Unhealthy  ,"Jul 27, 2019",https://beforeitsnews.com/v3/health/2019/2963838.html
The Spike Protein Is The Plague! - Must Video ,"Jun 17, 2021",https://beforeitsnews.com/health/2021/06/the-spike-protein-is-the-plague-must-video-3040146.html
5 Health Tips for Seniors ,"Jul 24, 2021",https://beforeitsnews.com/health/2021/07/5-health-tips-for-seniors-3040703.html
How This Dad Outlived All His Cardiologists ,"Jul 28, 2014",https://beforeitsnews.com/health/2014/07/how-this-dad-outlived-all-his-cardiologists-2544172.html
Do You Have An Appropriate Health Insurance Cover? ,"Jul 30, 2021",https://beforeitsnews.com/healthcare/2021/07/do-you-have-an-appropriate-health-insurance-cover-2539950.html
Dr. Sherri Tenpenny:  How The Depopulation COVID Vaccines Will Start Working In 3-6 Months ,"Feb 11, 2021",https://beforeitsnews.com/health/2021/02/dr-sherri-tenpenny-how-the-depopulation-covid-vaccines-will-start-working-in-3-6-months-3037804.html
6 amazing health benefits of camel milk ,"Oct 6, 2016",https://beforeitsnews.com/health/2016/10/6-amazing-health-benefits-of-camel-milk-2671087.html
Importance of Health in Our Life ,"Apr 1, 2013",https://beforeitsnews.com/health/2013/04/importance-of-health-in-our-life-2478900.html
Integration of Health Education into Our Education Institutes ,"Sep 25, 2020",https://beforeitsnews.com/education/2020/09/integration-of-health-education-into-our-education-institutes-2460667.html
"Amazing Update From The Tulsa Health & Freedom Event: Videos, Updates, Interviews & More!  ","Apr 19, 2021",https://beforeitsnews.com/health/2021/04/amazing-update-from-the-tulsa-health-freedom-event-videos-updates-interviews-more-3038988.html
10 Mushroom Health Benefits You Should Know! ,"Apr 4, 2021",https://beforeitsnews.com/health/2021/04/10-mushroom-health-benefits-you-should-know-3038729.html
Vitamin B12 deficiency – all you need to know ,"Jan 25, 2014",https://beforeitsnews.com/health/2014/01/vitamin-b12-deficiency-all-you-need-to-know-2520284.html
Rosemary and Oregano Contain Diabetes-fighting Compounds ,"Jul 23, 2014",https://beforeitsnews.com/health/2014/07/rosemary-and-oregano-contain-diabetes-fighting-compounds-2543706.html
10 Health Benefits Of A Clean House ,"Dec 5, 2011",https://beforeitsnews.com/health/2011/12/10-health-benefits-of-a-clean-house-1464341.html
"Doctors Astonished as New Product Peer Reviews Become Public, Can't Deny Health Benefits ","Feb 22, 2021",https://beforeitsnews.com/health/2021/02/doctors-astonished-as-new-product-peer-reviews-become-public-cant-deny-health-benefits-3038057.html
Chlorine Dioxide: A Universal Antidote With Dr. Andreas Kalcker (Video) ,"Apr 15, 2021",https://beforeitsnews.com/health/2021/04/chlorine-dioxide-a-universal-antidote-with-dr-andreas-kalcker-video-3038916.html
The Amazing Health Benefits Of Okra ,"Apr 2, 2013",https://beforeitsnews.com/health/2013/04/the-amazing-health-benefits-of-okra-2479144.html
10 Problems Genetically Modified Foods Are Already Causing ,"Jul 16, 2014",https://beforeitsnews.com/health/2014/07/10-problems-genetically-modified-foods-are-already-causing-2542648.html
Warning!! This Is Urgent!! You & Your Families Life Depends On Seeing This! - Must Video ,"Jan 27, 2021",https://beforeitsnews.com/health/2021/01/warning-this-is-urgent-you-your-families-life-depends-on-seeing-this-must-video-3037470.html
Hints for Common Health Issues  ,"Jan 19, 2018",https://beforeitsnews.com/health/2018/01/hints-for-common-health-issues-2809503.html
CBD Oil Benefits That People Are Thankful For ,"Apr 15, 2021",https://beforeitsnews.com/health/2021/04/cbd-oil-benefits-that-people-are-thankful-for-3038914.html
Dr. Zelenko Warns 75% of Vaxxed Could Be Dead in 3 Years ,"Aug 15, 2021",https://beforeitsnews.com/health/2021/08/dr-zelenko-warns-75-of-vaxxed-could-be-dead-in-3-years-3041097.html
US GOVERNMENT BEHIND EBOLA OUTBREAK? EVIDENCE OF FALSE FLAG ATTACK ,"Jul 11, 2014",https://beforeitsnews.com/health/2014/07/us-government-behind-ebola-outbreak-evidence-of-false-flag-attack-2542018.html
Why The Vaxxed are Acting Strange - And Why it Will Get Even Worse! ,"Jul 18, 2021",https://beforeitsnews.com/health/2021/07/why-the-vaxxed-are-acting-strange-and-why-it-will-get-even-worse-3040605.html
6 Medicinal Properties of Hibiscus ,"Jul 11, 2021",https://beforeitsnews.com/health/2021/07/6-medicinal-properties-of-hibiscus-3040492.html
Pfizer’s COVID injections trigger “mysterious” side effects ,"Apr 28, 2021",https://beforeitsnews.com/health/2021/04/pfizers-covid-injections-trigger-mysterious-side-effects-3039168.html
Himalaya Ophthacare eye drops unleashed on Online Herbs ,"Jan 3, 2013",https://beforeitsnews.com/health/2013/01/himalaya-ophthacare-eye-drops-unleashed-on-online-herbs-2464536.html
How To Boost Your A.M. Brain Power ,"Oct 18, 2012",https://beforeitsnews.com/health/2012/10/how-to-boost-your-a-m-brain-power-2453578.html
Health  ,"Jul 16, 2021",https://beforeitsnews.com/health/2021/07/health-3-3040592.html
"Dr. Jerry Tennant, M D ~ Voltage Is the Key to Health! How to Cure Anything! Part 1 of 2 ","Jul 12, 2021",https://beforeitsnews.com/health/2021/07/dr-jerry-tennant-m-d-voltage-is-the-key-to-health-how-to-cure-anything-part-1-of-2-7-3040504.html
Why Maintaining a Healthy Diet Is Worth it ,"Jun 23, 2021",https://beforeitsnews.com/health/2021/06/why-maintaining-a-healthy-diet-is-worth-it-3040233.html
Thyroid Disease: Ord's thyroiditis ,"Sep 18, 2013",https://beforeitsnews.com/health/2013/09/thyroid-disease-ords-thyroiditis-2505206.html
7 Truths About Frozen Berries Exposed ,"Jan 23, 2014",https://beforeitsnews.com/health/2014/01/7-truths-about-frozen-berries-exposed-2520128.html
Lethal Injection: The Story Of Vaccination ,"Jul 29, 2021",https://beforeitsnews.com/health/2021/07/lethal-injection-the-story-of-vaccination-3040774.html
Health Is Wealth But Healthcare Is Not Medical Care ,"Aug 5, 2021",https://beforeitsnews.com/healthcare/2021/08/health-is-wealth-but-healthcare-is-not-medical-care-2539968.html
Diseases and morbidities concerning Indian workmen ,"Oct 14, 2011",https://beforeitsnews.com/health/2011/10/diseases-and-morbidities-concerning-indian-workmen-1232343.html
Boost Your Love Life With ‘Zero Depression’ Lifestyle ,"Jul 7, 2021",https://beforeitsnews.com/health/2021/07/boost-your-love-life-with-zero-depression-lifestyle-3040424.html
Aztec Secrets: Amazing Health Benefits Of Vanilla ,"Jul 10, 2012",https://beforeitsnews.com/health/2012/07/aztec-secrets-amazing-health-benefits-of-vanilla-2371299.html
"WRONG idea: Eating healthy “most of the time” for brain health, new study warns ","Jan 21, 2021",https://beforeitsnews.com/health/2021/01/wrong-idea-eating-healthy-most-of-the-time-for-brain-health-new-study-warns-3037339.html
Dr. Christiane Northrup - Absolute Best Video Explanation On Covid Vaccine Health Dangers!  ,"May 14, 2021",https://beforeitsnews.com/health/2021/05/dr-christiane-northrup-absolute-best-video-explanation-on-covid-vaccine-health-dangers-3039518.html
Smoking oregano clears lung disease ,"Apr 27, 2014",https://beforeitsnews.com/health/2014/04/smoking-oregano-clears-lung-disease-2534170.html
The World Health Organization Has EARS? ,"Sep 4, 2021",https://beforeitsnews.com/health/2021/09/the-world-health-organization-has-ears-3041505.html
Kennedy Drops Bombshell: 70% News Ad Revenue From Pharma ,"May 22, 2015",https://beforeitsnews.com/health/2015/05/kennedy-drops-bombshell-70-news-ad-revenue-from-pharma-2574590.html
Reduce the risk of blood clots – naturally ,"Jul 25, 2016",https://beforeitsnews.com/health/2016/07/reduce-the-risk-of-blood-clots-naturally-2651312.html
Radishes Are Surprisingly Good for You ,"Aug 3, 2021",https://beforeitsnews.com/health/2021/08/radishes-are-surprisingly-good-for-you-3040874.html
This simple exercise can increase health and longevity ,"Aug 2, 2012",https://beforeitsnews.com/health/2012/08/this-simple-exercise-can-increase-health-and-longevity-2444592.html
SUNDAY SCREENING: Better Brain Health: We Are What We Eat (2020) ,"Apr 11, 2021",https://beforeitsnews.com/alternative/2021/04/sunday-screening-better-brain-health-we-are-what-we-eat-2020-3747711.html
Be Sure to Avoid These Ingredients in Your Health Supplements ,"Jun 19, 2019",https://beforeitsnews.com/v3/health/2019/2955340.html
Antidote to the Contagion: Must Read! Must Do! Everyone!--Here’s an Effective Way to Guard Against the Spike Protein Contagion Caused by the COVID Vaccinated! ,"May 7, 2021",https://beforeitsnews.com/health/2021/05/anitdote-to-the-contagion-must-read-must-do-everyone-heres-an-effective-way-to-guard-against-the-spike-protein-contagion-caused-by-the-covid-vaccinated-3039376.html
300 Italian Health Workers Challenge Vaccine Obligation ,"Jul 4, 2021",https://beforeitsnews.com/health/2021/07/300-italian-health-workers-challenge-vaccine-obligation-3040385.html
20 Health Benefits Of Thyme Oil ,"Mar 24, 2015",https://beforeitsnews.com/health/2015/03/20-health-benefits-of-thyme-oil-2-2567508.html
Minerals for Your Health  ,"Aug 23, 2021",https://beforeitsnews.com/health/2021/08/minerals-for-your-health-3041260.html
5 Realistic PCOS Natural Treatment Remedies ,"Jun 22, 2013",https://beforeitsnews.com/health/2013/06/5-realistic-pcos-natural-treatment-remedies-2495012.html
11 Home Remedies for Various Ailments ,"Jan 6, 2013",https://beforeitsnews.com/health/2013/01/11-home-remedies-for-various-ailments-2464766.html
Miracle Cure! For COVID Vaccine Shedding! Easy At-Home Remedy Pine Needle Tea! Suramin Shikimic Acid & Science ,"May 9, 2021",https://beforeitsnews.com/health/2021/05/miracle-cure-for-covid-vaccine-shedding-easy-at-home-remedy-pine-needle-tea-suramin-shikimic-acid-science-3039411.html
"Health Benefits of Garlic – Anti-Cancer, Anti-Infection, Detoxify, and More ","Sep 14, 2013",https://beforeitsnews.com/alternative/2013/09/health-benefits-of-garlic-anti-cancer-anti-infection-detoxify-and-more-2763146.html.
"Mary Tocco - Vaccines: Risks, Responsibility and Rights ","Aug 4, 2021",https://beforeitsnews.com/health/2021/08/mary-tocco-vaccines-risks-responsibility-and-rights-3040902.html
Eczema and psoriasis linked to liver health ,"Jul 31, 2019",https://beforeitsnews.com/health/2019/07/eczema-and-psoriasis-linked-to-liver-health-2965013.html
"Airlines Open Talks on Banning Vaccinated From Flying! 150,000 Vaccine Deaths Hidden From Public! - Must Video ","Jun 13, 2021",https://beforeitsnews.com/health/2021/06/airlines-open-talks-on-banning-vaccinated-from-flying-150000-vaccine-deaths-hidden-from-public-must-video-3040092.html
Wearable Antennas Stretch the Boundaries of Medical Tech ,"Apr 21, 2021",https://beforeitsnews.com/health/2021/04/wearable-antennas-stretch-the-boundaries-of-medical-tech-3039029.html
Hospitals in France forced to SLOW DOWN covid vaccinations as healthcare workers fall ill in droves ,"Feb 24, 2021",https://beforeitsnews.com/eu/2021/02/hospitals-in-france-forced-to-slow-down-covid-vaccinations-as-healthcare-workers-fall-ill-in-droves-2668546.html
Dear Vaccinated People: Are You Angry Yet? ,"Aug 3, 2021",https://beforeitsnews.com/health/2021/08/dear-vaccinated-people-are-you-angry-yet-3040873.html
Dems On Suicide Watch Over Health Care ,"Mar 7, 2010",https://beforeitsnews.com/healthcare/2010/03/dems-on-suicide-watch-over-health-care-22830.html
Got Prediabetes? Five Remedies for Your Health ,"Jul 5, 2021",https://beforeitsnews.com/health/2021/07/got-prediabetes-five-remedies-for-your-health-3040399.html
Pumpkin Seeds: 11 Evidence-Based Health Benefits ,"Oct 14, 2017",https://beforeitsnews.com/alternative/2017/10/pumpkin-seeds-11-evidence-based-health-benefits-3562683.html
The Vitamin Deficiency No One Is Talking About ,"Oct 23, 2019",https://beforeitsnews.com/health/2019/10/the-vitamin-deficiency-no-one-is-talking-about-2987666.html
Shedding Woo Too ! Contagious Vaccinosis ! ,"Apr 23, 2021",https://beforeitsnews.com/health/2021/04/shedding-woo-too-contagious-vaccinosis-3039060.html
Legal Action Against Vaccine Cabal Begins (Reiner Fuellmich) ,"May 25, 2021",https://beforeitsnews.com/health/2021/05/legal-action-agaisnt-vaccine-cabal-begins-reiner-fuellmich-3039721.html
Let’s Demand a Recount… of COVID Deaths! ,"May 16, 2021",https://beforeitsnews.com/health/2021/05/lets-demand-a-recountof-covid-deaths-3039535.html
Microwave oven alert: The dangers of microwaves revealed ,"Apr 4, 2015",https://beforeitsnews.com/health/2015/04/microwave-oven-alert-the-dangers-of-microwaves-revealed-2568824.html
The Human Hearing Range ,"Mar 7, 2011",https://beforeitsnews.com/health/2011/03/the-human-hearing-range-464937.html
6 Food Habits Which Are Going to Ensure Your Good Health ,"Jul 9, 2021",https://beforeitsnews.com/health/2021/07/6-food-habits-which-are-going-to-ensure-your-good-health-3040459.html
7 Milk Thistle Uses to Improve Your Health ,"Aug 13, 2021",https://beforeitsnews.com/health/2021/08/7-milk-thistle-uses-to-improve-your-health-3041062.html
"Dr. Carrie Madej: Covid Shots, DNA & Transhumanism! - The New American Must Video ","Apr 30, 2021",https://beforeitsnews.com/health/2021/04/dr-carrie-madej-covid-shots-dna-transhumanism-the-new-american-must-video-3039225.html
Ayurvedic: Oil Pulling: Swish And Spit For Oral Health And Detoxification (Video).  ,"Mar 5, 2014",https://beforeitsnews.com/health/2014/03/ayurvedic-oil-pulling-swish-and-spit-for-oral-health-and-detoxification-video-2525636.html
Vitamin D Levels Determine Success In Cancer Survival ,"Jun 3, 2013",https://beforeitsnews.com/health/2013/06/vitamin-d-levels-determine-success-in-cancer-survival-2491828.html
TOXIC GRAPHENE OXIDE in PFIZER VAXX (Karen Kingston) ,"Aug 28, 2021",https://beforeitsnews.com/health/2021/08/toxic-graphene-oxide-in-pfizer-vaxx-karen-kingston-3041354.html
Cure for Ovarian Cysts ,"Jul 10, 2013",https://beforeitsnews.com/health/2013/07/cure-for-ovarian-cysts-2497304.html
"Vaccine Liberation Army – This Is an Important Video to Watch: Swab Infecting With Corona Virus, the RNA Vaccine, Artificial Intelligence ","Apr 10, 2021",https://beforeitsnews.com/health/2021/04/vaccine-liberation-army-this-is-the-important-video-to-watch-swab-infecting-with-corona-virus-the-rna-vaccine-artificial-intelligence-3038838.html
The Empty Hospitals  - John Thor ,"Jan 2, 2021",https://beforeitsnews.com/health/2021/01/the-empty-hospitals-john-thor-3037039.html
Brighten Your Lips with These Splendid Tips ,"Jun 28, 2016",https://beforeitsnews.com/health/2016/06/brighten-your-lips-with-these-splendid-tips-2643768.html
10 Food Habit to Reduce Vitamin Supplements Intake ,"Nov 26, 2018",https://beforeitsnews.com/v3/health/2018/2878313.html
