Title,Len,Content
SAN FRANCISCO EPIDEMIOLOGIST WARNS CORONAVIRUS CAN BE TRANSMITTED THROUGH ANAL SEX,906,"Epidemiologist Jude Perkins at University of California San Francisco analyzed feces samples of 138 COVID-19 patients and found the presence of the virus in 95% of them. According to the research team, COVID-19’s scatological impact on those who regularly practice sodomy has been completely neglected since the spread of the disease. To confirm their findings, the research team sought the help of two hundred volunteers who sent feces samples as well as video recordings of themselves practicing the act of sodomy and defecating to ensure the quality of the results. “The San Francisco community has been extremely helpful during the whole process that led to the results of this research,” assured Dr. Jude Perkins. Dr. Perkins now hopes to study the effects of other popular sexual practices of the SF community and their impact on the spread of COVID-19 such as bondage, facial cum shots, and fisting."
NASA EXPERT PART OF SETI PROGRAM CLAIMS ALIENS TRIED TO WARN US ABOUT THE COVID-19 PANDEMIC,1258,"The director of data analysis and decryption of the Berkeley SETI Research Center, 46-year old Professor Nancy McMurray, claims her team has identified a series of repetitive signals among their collected data that appear to be a kind of extraterrestrial warning signal. Each signal is composed of the exact same variation of 23 radio frequencies, emitted in the same order, and each lasting the exact same duration for a total of 4.48 seconds in all. According to Professor McMurray, a total of 17 of these identical signals were intercepted over a period going from September 4 to November 29, 2019. The decryption specialist and her team analyzed the signals and determined they were probably a kind of warning message based on an alien mathematical language similar to the Morse Code. Professor McMurray’s claims have generated a lot of reactions throughout the scientific community. While several scientists have saluted the “discovery” of the signals their possible implications for humanity, several academics have also criticized his translation as “hazardous at best”. Several universities and space agencies have made official demands to obtain copies of the signals, but the Berkeley SETI Research Center has yet to share any of its research data."
SAN FRANCISCO: THOUSANDS INFECTED BY CORONAVIRUS AFTER HOMELESS MAN DEFECATED IN DRINKING FOUNTAIN,851,"Thousands of San Francisco residents could have been infected after drinking from a water fountain that a homeless man contaminated with COVID-19, said health authorities yesterday. The homeless man apparently used the drinking fountain as a bidet to wash himself off after defecating in the street. San Francisco police also said they had arrested the man after samples of urine, excrements, and semen were found in the fountain. “Masturbating, urinating and defecating in public drinking fountains should not be encouraged or practiced by San Francisco residents and are considered a health hazard to the community,” SF police Chief Andrew Simmons warned. San Francisco is struggling to accommodate the thousands of homeless who have limited access to public restrooms, as complaints regarding human feces have increased exponentially in past years."
COVID-19: AFGHAN GOVERNMENT FORCES WOMEN TO WEAR THREE LAYERS OF BURQAS TO STOP THE CONTAGION,1296,"The Afghan Health Minister, Dr. Ferozuddin Feroz, announced a new set of restrictive measures for the population to curb the spread of the coronavirus in the country. Among these measures, the government has imposed on Afghan women the obligation to wear a minimum of three layers of burqas when in public, announcing fines of up to 20,000 Afghanis (262 US dollars) and 50 lashes for any violations. Dr. Feroz says this measure is meant to limit the propagation of the disease and protect women. Dr. Feroz explained that one burqa is clearly insufficient to protect its wearer, so that is why he decided to impose a minimum of three. Several Women’s Rights organizations have denounced the measure as misogynistic. In a brief press statement, the International Council of Women (ICW) criticized the Afghan government for “putting the responsibility of stopping the pandemic on Afghan women’s shoulders”. The Executive Director of the United Nations Entity for Gender Equality and the Empowerment of Women (often called UN Women), Phumzile Mlambo-Ngcuka, also denounced the measure. In a brief communiqué, the head of UN Women said her organization would remain extremely vigilant as “some governments are using the pandemic to push their own political agendas through their restrictive measures.”"
"MEXICO: WOMAN INFECTED WITH COVID-19 GIVES BIRTH TO TWINS, NAMES THEM CORONA AND VIRUS",832,"Annamaria José Raphael Gonzalez, 34, gave birth to twins while she was infected with the coronavirus at Hospital General La Villa in Mexico City. Gonzalez gave birth to two healthy babies at approximately 2 am this morning, a girl named Corona José Miguel Gonzalez and a boy named Virus José Miguel Gonzalez. Annamaria Gonzalez had planned to give birth in the United States next week but was forced into labor before she could reach the border. “I knew I was infected with COVID-19 but I wanted to give my children a chance to have a U.S. citizenship by crossing the border,” she told reporters. In 2017, a Mexican mother named one of her children Malaria after she had been diagnosed with the disease and in 2018 another woman named her daughter Gonorrea, after being cured of a severe episode of the sexually transmitted disease."
COVID-19: CHINESE HEALTH AUTHORITIES CONFIRM PATIENT ZERO ‘HAD SEX WITH BATS’,930,"Yin Dao Tang, 24, from the province of Hubei, is the first case of the novel coronavirus that emerged on November 17, according to Chinese government data. Tang is believed to have contracted the disease after indulging in sexual acts with several animals, including bats. Chinese officials have warned to temporarily abstain from having sexual contact with any animals, especially with bats. “We ask the population to abstain temporarily from oral, genital or anal sexual contact with animals, especially bats,” Chinese officials warned citizens yesterday. The Chinese government said it would consider fines and prison time to enforce that the population temporarily abstains from sexual contact with animals until the pandemic is fully controlled. China’s millennial-old cultural traditions have made the bat a synonym of healthy sexual appetite, longevity, good eyesight and luck and are a popular dish in the region of Hubei."
SPANISH AUTHORITIES ASK PREGNANT WOMEN TO ABSTAIN FROM GIVING BIRTH UNTIL THE END OF THE PANDEMIC,1184,"Health Minister Salvador Illa announced the closure of several schools and colleges and announced the cancellation of sports and cultural event this morning, before admonishing the population for not respecting the government’s directives. Mr. Illa argued that much of the Spanish healthcare system is taken up by people with other problems than the Covid-19, seriously limiting the country’s capacity to fight the virus. The Health Minister claimed reminded pregnant women that hospitals are dangerous places for infections at the moment and asked them to delay their visits “as long as possible”. Spain, like several European countries, is struggling to control the Covid-19 pandemic. The number of deaths and hospitalizations has been increasing dramatically over the last two weeks, putting extreme pressure on the country’s health system. The authorities have already shut down several services to concentrate resources on fighting the epidemics. They notably stopped esthetic surgery,  treatments for mental problems, erectile problems or sexually transmitted diseases. According to experts, many more services could be closed over the next few weeks, including maternity wards."
"‘CORONAVIRUS HASN’T CHANGED MY LIFE A BIT,’ SAYS MAN WHO HAS LIVED IN BUBBLE SUIT SINCE CHILDHOOD",874,"Alan Montgomery, 48, was diagnosed with severe combined immunodeficiency (SCID) when he turned 5 years old and has since been forced to live in a specially constructed sterile plastic bubble. Although Alan Montgomery’s doctors believe that a treatment he has received in 1984 has cured him of his disease, Alan has always chosen to stay protected from his environment. Montgomery claims that life in a plastic bubble has not always been easy, especially during his teenage years. “Trying to hook up with girls in high school was dreadful. I won’t go into too many details but let’s just say my first sexual relationship was pretty awkward,” he admits. Alan Montgomery’s suit allows him to ingest liquid foods through intravenous feeding as well as urinate and defecate through plastic and rubber tubes connected to his rectum and genitals, allowing him to be 100% germ-free."
MAN HOSPITALIZED AFTER DRINKING 16 GALLONS OF HAND SANITIZER TO PROTECT HIMSELF FROM CORONAVIRUS,1095,"Jimmy Eduardo Jesus Gonzalez, 26, was transported by ambulance after calling 9-1-1 and informing the emergency dispatcher that he “felt unwell” after drinking over 122 bottles of Purell hand sanitizer during a 72-hour period. Gonzalez also washed his whole body with hand sanitizer as well as brushed his teeth with the antibacterial product several times a day during at least one week prior to him calling 9-1-1. Jimmy Gonzalez claims he suffered from fever and respiratory problems after ingesting the product. “I called the hospital because I thought that I had coronavirus symptoms, but when they learned that I had drunk 16 gallons or more of hand sanitizer they told me to call an ambulance,” Gonzalez added. Doctors say that Gonzalez may have developed an addiction to the product as he has admitted to having cravings for the product and was caught drinking a bottle at the hospital by a nurse. A similar incident occurred last week when a Crystal meth and heroin user in Illinois injected hand sanitizer in his eyes to protect himself from the coronavirus but was instead hospitalized."
"MAN ARRESTED AT THE FRANCE-GERMANY BORDER FOR SMUGGLING 2,500 SURGICAL MASKS IN HIS RECTAL CAVITY",1404,"The shortages caused by the coronavirus are driving certain people to try and profit from the rising prices of certain goods like toilet paper, hand sanitizer and surgical masks. 47-year old François von Bitemole, from Strasbourg, works for a German surgical mask factory and travels across the border every day on his scooter to go to work. According to the French National Gendarmerie spokesman, Colonel Alain Meloche, the accused decided to profit from the shortage in his home country by stealing a few thousand masks every workday from his employer and smuggling them back to France to sell them. Colonel Meloche says the accused had already sold over 8,000 masks across the region, but the vast majority were retrieved before being worn. Mr. von Bitemole will be accused of facilitating the irregular entry of goods in France and of criminal endangerment of the life of 24 people. If found guilty, he faces 15 years in jail and a fine of €125,000. According to the Gendarmerie, other arrests are to be expected as the black market for certain first necessity goods has rapidly spawned all across Europe. Several street gangs in Paris and Marseilles have apparently expanded their drug trafficking operations to sell toilet paper and disposable masks. The European health authorities warn against buying such black market items from street dealers as some of them may be contaminated or counterfeit."
ITALY: 21-YEAR-OLD MAN CURED HIMSELF OF COVID-19 BY DRINKING HIS OWN SEMEN,971,"Francesco Linguini, 21, says he confined himself to his room after showing apparent symptoms associated with COVID-19. He immediately took to the internet to find a cure and eventually found out that human sperm was one of the world’s most potent antibacterial agents. Although most experts are skeptical of Linguini’s claims, the young man is ready for doctors to make a vaccine from his sperm if Italian health officials are interested to examine his claims. “If my sperm can save humanity from COVID-19 by making some sort of vaccine or pill from my sperm, I am willing to submit my body to science,” he told reporters. Linguini said that his parents were very supportive throughout the whole ordeal and brought him food, toilet paper, and a bucket to make his confinement easier. When interviewed by journalists, Francesco Linguini’s mother denied several reporters accusations’ that her son was, in fact, a homosexual, or that he was encouraging homosexual behavior."
PAPUA NEW GUINEA: ENTIRE CANNIBAL TRIBE CATCHES CORONAVIRUS AFTER EATING INFECTED CHINESE PROSPECTOR,1639,"A total of 14 members of the Korowai tribe have died and 87 others have tested positive to the Covid-19 virus over the last two weeks, over a population of 118. After several days of thorough investigation, the governmental authorities believe they may finally have found the reason for the mysterious contamination of this extremely isolated tribe. Several members of the tribe said they became sick after eating the “yellow evil spirit”. According to Lt. James Manning of the Royal Papua New Guinea Constabulary, the country’s national police, this could explain the disappearance of 57-year old Chinese engineer Wu Jing in the region at the end of February. The prospector for the Zijin Mining Group was reported missing on February 28, only four days after arriving from China. Only the children under age twelve were spared as they were not allowed by tradition to participate in cannibalistic rituals. The Korowai tribe is one of the last known tribes in the world to still practice cannibalism. They believe it is necessary to kill and eat a person whom they believe has been taken over by a khakua, a kind of evil spirit or demon. This violent and gruesome custom may have caused their loss in the end, as the tribe’s witch doctor was powerless against the coronavirus and was one of the first victims to succumb to the disease. Several members of the tribe are severely ill, but their isolation makes it impossible for them to be transported to the hospital, The Papuan government has promised to send doctors and pharmaceuticals to help them cope with the pandemic but fears the Korowai could be totally wiped out by the disease."
MAN HOSPITALIZED AFTER HE BELIEVED EATING TOILET PAPER COULD CURE HIM FROM CORONAVIRUS,930,"Jeremy Glasgow, 34, saw a number of reports about the coveted item which led him to believe people were eating the toilet paper as an antivirus. His mother, Sue Ellen Glasgow, 67, also believed the hype around toilet paper was meant to be a cure to the virus but did not indulge in the precious commodity. It is believed Glasgow ingested an estimated 164 rolls of toilet paper during a three-day period, according to the mother’s bank receipts. “Some people may find it funny that I believed that toilet paper would cure me, but even though I’m hospitalized for other reasons, I am coronavirus free, so there might be something to it after all,” Glasgow added. Doctors at Vicksburg’s Promise Hospital say that Jeremy is suffering from extreme constipation but should recover swiftly. There are currently several potential cures to the coronavirus at the moment believe health authorities, but toilet paper is not one, say experts."
"OHIO: HUNDREDS OF CUSTOMERS FIGHT OVER TOILET PAPER IN A WALMART STORE; 3 DEAD, 174 INJURED, 213 ARRESTS",1178,"The coronavirus pandemics is leading more and more Americans to stockpile certain goods like masks, hand sanitizers and now, toilet paper. A horde of several hundred panicked people literally stormed the Walmart store in Columbus this morning to stock up for the quarantine. Things rapidly turned violent as goods like toilet paper and spaghetti started running out only ten minutes after the opening. Jim Thompson, one of the store’s security guard who witnessed the whole scene, says dozens of fights broke out in less than a minute. Mr. Thompson says that hundreds of bloodied customers were lying on the floor and dozens were still fighting when the Colombus Police Department crowd control unit arrived fifteen minutes later. Three people died and a total of 174 others had to be transported to hospitals across the region, 23 of which are in critical conditions. 213 customers were also arrested under various charges, a number which could go up over the next hours according to the Columbus Police Department. In a brief press release, the CPD asked the population to remain calm and promised increased police presence in retail stores for the duration of the quarantine."
A COUPLE OF “VIRUS RIGHTS” ACTIVISTS VOLUNTARILY CATCHES CORONAVIRUS TO SAVE IT FROM W.H.O. GENOCIDE,1717,"Jason and Kelly Dawson from Seattle, are members of a radical splinter group called Defenders of All Life (DAL), who broke off from PETA in 2018. Firmly convinced that the covid-19 virus was created by God and should be allowed to live like all of God’s creations, the couple was horrified by the vast and well-coordinated efforts deployed by the World Health Organization to exterminate it. The couple decided to leave their jobs and use their savings to try as hard as they could to catch the virus and save it from extinction. In an interview via Facetime, Mr. Dawson described their three-week trip through the four infected countries. Kelly Dawson said she knew the first part of their mission was accomplished when they began feeling ill after three days in Italy. The couple was able to return home via Spain and Mexico and now hope to get confirmation that they are infected by the coronavirus and not just the flu or other disease. Virus Rights activism remains a marginal movement but it seems to be gaining popularity among some Christian groups as well as far-left environmental activists. Many of them argue that viruses just want to live and reproduce, just like humans and animals, and that deliberately and methodically exterminating other lifeforms, even viruses or bacterias, constitutes a genocide. The Defenders of Life claim that their members’ choice to carry viruses is a political action protected by their constitutional rights, but the American law and jurisprudence refute the DoL’s claims. The HHS confirmed that the couple had been tested for the coronavirus and could be arrested and placed in forced quarantine if they are found positive and should refuse to cooperate with authorities."
CHINESE DOCTOR WARNS ONLY WAY TO ERADICATE CORONAVIRUS IS TO “STOP HAVING SEX WITH CHICKENS”,1041,"Li Ping Wang, leading epidemiologist at Beijing University believes the Wuhan coronavirus has developed through interspecies sexual intercourse and that this practice must be discontinued to end the outbreak. Wang went on national television yesterday to warn the Chinese population and the rest of the world of the origin and potential cure for the life-threatening epidemic. The cultural practice of sexual intercourse with chickens to ward off evil spirits, promote crop growth and cure erectile dysfunction is a widely held belief and commonly practiced in many regions of the country have acknowledged experts. “These traditions have been upheld for millennia and it will be hard for the Chinese people to stop indulging in such activities” Chinese cultural expert, Nathan Daniels explained. Other medical experts had previously warned that the Wuhan Jī Jian Jie (also known as the Wuhan Chicken Rape Festival) which has been held for centuries in the region to ward off evil spirits could be at the origin of the 2002-03 SARS outbreak."
"BURGLAR SNORTS DRIED SPERM THINKING IT WAS COCAINE, CONTRACTS HERPES AND SYPHILIS",1625,"29-year old Jerry Smith was arrested on Wednesday for a series of burglaries committed over the last year across Northern Florida. During his interrogation, he admitted that one of his crimes hadn’t turned out as expected, leading him to develop at least three different STDs. The young man then fell apart, crying like a baby, and explained he had snorted large quantities of semen he had stolen a few weeks ago, believing it was either cocaine or heroin. It took deputies a few hours to corroborate his confession and they were finally able to find the corresponding police report. The victim, 34-year old Jenny White, returned to her Silver Springs Shores apartment last month to discover that several sex toys and accessories as well a collection of pornographic movies were missing. Ms. White, a hard time Tinder user, also reported a very unique item stolen: a crystal jar containing semen from hundreds of her sexual partners. The young woman says she wondered why the thief took her semen jar and was astonished when the sheriff deputies told her he had snorted it.   Some could say that Jerry Smith has already paid for his crime by developing both oral and genital herpes, as well as an extremely violent strain of the syphilis virus, but he still has to face another kind of punishment. He now faces a total of 17 criminal charges including burglary, receipt of stolen property, possession of fake identification cards, and drug possession. If found guilty on all charges, he faces a total of 65 years in prison and a fine of $455,000. His trial should start in December at Marion County Judicial Center, in Ocala."
VEGAN WOMAN HAD UNPROTECTED SEX WITH DOZENS OF BUTCHERS TO GIVE THEM AIDS,964,"Janelle Flower, 26, a cook at a San Francisco vegan restaurant and member of People for the Ethical Treatment of Animals (PETA) was arrested this week after San Francisco police received a number of complaints. Flower allegedly would seduce workers in the meat industry, have unprotected sex with them, and leave them a note in the morning telling them they had AIDS. All 37 current known victims have all undergone HIV testing and all results were found to be negative according to San Francisco police. “Janelle Flower was possibly misdiagnosed with HIV since she suffers from severe malnutrition which may have been interpreted by doctors as an immunodeficient response similar to HIV,” one San Francisco police spokesman added during the press conference. Californian law previously punished people who intentionally exposed or infected others with HIV by up to eight years in prison, but since 2017 legislation now lowers jail time to a maximum of six months."
MUSEUM EMPLOYEE CONTRACTS 150-MILLION-YEAR-OLD STD AFTER SEX WITH STEGOSAURUS EGG,1108,"Adam Weinstein, 23, was hospitalized last week after suffering from symptoms usually associated with syphilis, such as loss of eyesight, coughing blood, and swollen genitals. Weinstein admittedly told his doctor that he had inserted his genitals inside a stegosaurus egg at his workplace because he was depressed and sexually frustrated since his girlfriend left him several weeks before the incident. The employee’s warm semen might have triggered some form of biological reaction which brought the dinosaur-era bacteria out of its 150-million-year-long somnolence, one scientist explained. “Not all bacteria can come back to life after being dormant for millions of years. Syphilis bacteria can do so because they form spores, which are extremely hardy and can survive dormant for hundreds of thousands or millions of years,” paleobiologist Hans Mueller believes. In 2006, a team of Russian scientists revived an Anthrax bacterium that had been lying dormant in ice, beneath the surface of a glacier for 8-million-years and which led to the death of an estimated 200,000 reindeers and 230 nearby villagers."
SAN FRANCISCO HOMELESS MAN DIES FROM RABIES AFTER PERFORMING ORAL SEX ON STRAY DOG,1111,"Bernard John Fellman, 56, was arrested last week and charged with public indecency and lewdness after partaking in sexual activities with a dog in a San Francisco public park. B.J. Fellman had previously been arrested by the San Francisco police on multiple occasions for urinating and defecating in public, although he was never formally charged and was exempted from paying any fines. San Francisco police officers were dispatched on the scene after a number of complaints were made. Eye witness testimonies also indicate that the man had spread what appeared to be peanut butter on his genitals to lure the animal to him. “The man had no pants on and the dog was licking his genitals and then he grabbed the dog’s penis and shoved it into his mouth. It is an image I will be stuck with for the rest of my life,” one onlooker admitted, visibly horrified. A San Francisco police spokesman said that although similar occurrences are rare, it is important for the population to “avoid interactions with stray animals which carry a variety of diseases” and to “refrain from any sexual activity with them as well.”"
TEXAS: 14-YEAR-OLD BOY MIRACULOUSLY CURED OF HOMOSEXUALITY AFTER ELECTROSHOCK THERAPY,1204,"The new experimental electroshock therapy, which originates from China where the treatment takes place in public, government-run hospitals and in private clinics, is the first of its kind to be performed on the American soil. Doctors at the Dallas Baptist Hospital have allegedly seen major progress in the young man’s behavior, claiming that his “homosexual urges” have also undergone a dramatic drop. Dr. Erich von Eisenstein explained that the therapy can sometimes cause “important neurological disorders” but that these are “temporary” and can be explained by the high-frequency voltage applied to the brain tissue through the scalp of the patient. “Through induction, this new technology can transmit high-frequency voltage of up to 35 000 volts at a time during an extremely short period calculated in milliseconds, and which, if prolonged, would cause permanent brain damage or even death,” warned Dr. Eiseintein. The former leader of the People’s Republic of China, Chairman Mao Zedong, was a fierce proponent of electroshock therapy treatment which he encouraged during China’s cultural revolution, a period during which homosexuality was declared a “mental illness” and a “capitalist disease.”"
MAN SUES STRIP CLUB WHERE HE CONTRACTED SYPHILIS AFTER LICKING DANCE POLE,912,"The Oregon Herald reported Thursday that Mike Litte, 28, is seeking $500,000 in damages from the Apollo strip club. During the performance, one dancer apparently “squirted” on the dance pole, which Litte decided to lick before suffering from symptoms of syphilis days later. Andrew Smith, Mike Litte’s lawyer, believes the establishment’s lack of standards of hygiene is at fault here and that it was the dancer’s obligation to warn his client that she had an infectious disease. Mike Litte was also treated for symptoms of chlamydia and gonorrhea he also contracted that night. The owner of the strip club couldn’t be reached for comments but an employee reached by phone admitted that clients “licking the dance pole” was not a practice encouraged by the establishment. The lawsuit claims the Apollo strip club is liable for its employees and for maintaining minimal hygiene standards inside the establishment."
MAN CONTRACTS FLESH-EATING DISEASE AFTER EATING BOYFRIEND’S ANUS WHILE HE HAD DIARRHEA,951,"Adam Rader, 28, was transported to UCSF Medical Center after suffering from severe pain in his mouth and throat, as well as fever, and vomiting. Rader was rapidly diagnosed by the medical staff after his boyfriend told doctors his mouth had been in contact with diarrhea. Rader apparently did not heed his boyfriend’s warnings and attempted oral sex on his partner’s anal region, although he was apparently already suffering from the flu. Dr. Samantha Graham at San Francisco’s UCSF Medical Center warns that anal–oral contact and anal–oral sex with a partner showing symptoms of the flu can be very risky. Dr. Graham also warned about the dangers of ingesting one’s own fecal matter or that of a partner during sexual activities, which could lead to severe bacterial infection. In 2011, a student at the University of Georgia had also succumbed to flesh-eating disease several days after ingesting his own diarrhea as part of a fraternity initiation."
