Title,Len,Content
CATHOLICISM FALLS IN TO ADMINISTRATION,3196,"The Catholic Church, the world’s largest supplier of Christianity, is set to file for administration as the Coronavirus shutdown pushes mainstream religions to breaking point.  Earlier this month The Holy See issued a profits warning following a disappointing Easter, traditionally one of the Church’s most profitable times of year.  Poor ticket sales and lower than expected TV revenue from the event had prompted CEO, The Pope, to seek a buyer for Catholicism. However, it is believed that talks regarding a potential purchase by Disney broke down last night, when agreement over Disney’s plans, to update the Sistine Chapel ceiling with characters from Frozen could not be reached. A last-ditch attempt to agree a deal with Buddhism also looks set to fail, as Buddhist boss, the Dalai Lama, has stated on numerous occasions that his organisation has, “absolutely no interest in material possessions.” The lack of a significant online presence, a failure to produce any pandemic preventing miracles, falling revenue from tourism and collection plates – allied to stiff competition from other magicians, such as Dynamo and David Blaine – have all been cited as contributing factors to the Catholic Church’s current financial difficulties. Despite some early success in the treatment of leprosy, blindness and paralysis, over more recent years the Church has largely moved out of the lucrative Healthcare sector, choosing instead to concentrate on the Real Estate and Entertainment markets. An ill-fated foray in to Child Care also proved to be a costly enterprise, resulting in significant damage to Catholicism’s brand image as well as its bottom line. Faith Analyst, Professor Richard Dawkins, doubted other ailing world religions would get a boost:  ‘It’s not a case of congregations simply switching supplier.  For a start there are compliance issues to overcome, as many competing religions do not fall under the same monotheistic One True God regulatory body.’ ‘Of those that are regulated by God, Islam and Judaism are both in the midst of board level wrangles over longer term strategy, and furthermore, their combined stance on Bacon is unlikely to attract any of the Catholic Church’s existing customers,’  said Prof. Dawkins. These customers – or Roman Catholics, as they prefer to be known – number approximately 1.3 billion worldwide.  The sheer volume of believers now seeking alternative dogma also renders a switch to more similar churches untenable.   Sadly, the Church of England (C of E) – formed after a hostile takeover of the Catholic Church’s UK branch by the Henry VIII group – have neither the resource or capacity to cope with such numbers. ‘We’ve focused our business on providing a Managed Service for events like Christenings, Weddings and Funerals, so we’re not so much a bums on pews type organisation anymore.  We simply don’t have anywhere to put everyone really,’ said C of E Head of Operations, The Archbishop of Canterbury.  ‘It’s a tough time for everyone in the industry at the moment.  We may well have a wealthy backer in the form of The Queen, but we’re really only managing to keep our head above water because of a recent increase in funeral bookings.’"
RACE TO DEVELOP VACCINE BEFORE KEY WORKERS CAN NEGOTIATE PAY RISE,1192,"Around the world, governments are funding a desperate race to develop a vaccine for the novel coronavirus, before they are forced to concede higher wages and better working conditions for the millions of key workers that everyone now suddenly realises society depends on. “To combat the virus, we are looking to learn the lessons from our wartime efforts” said UK government spokesperson Ruth Jones. “So we get 110% behind our brave boys – and girls! – on the frontline, whether they be soldiers on the beaches or nurses on the wards. We make promises and say how we are all in their debt.” “And then when it’s all over – we get back to normal. Meaning we forget all about them and they are in debt– to mortgage lenders, payday lenders, and so forth.” “After all, the army can recruit private soldiers to go off and get bombs dropped on them for just £20k p.a., which makes £19k for healthcare assistants or £18k for food delivery drivers seem positively generous.” When asked about the value for money of MPs’ starting salary of £79k, or senior civil servants, she said that “now is the time to come together as a society, and anyway, what about Richard Branson eh? He’s even worse than us!”"
ALL HOUSEHOLDS WILL BE ISSUED WITH FOUR PIECES OF LAVVY PAPER PER DAY,1383,"‘This special measure is designed to reassure the great British public and to allay understandable concerns,’ said Prime Minister Boris Johnson. ‘From today, there is absolutely no need for panic buying.’ In a rare public appearance, Mr Johnson added: ‘From personal experience, I know what it’s like to be caught with your trousers down and nothing to cover your arse and so, in close consultation with, and full agreement from my Conservative cabinet colleagues, I’ve instigated and approved this important government initiative.’ Timothy White, Mr Johnson’s special advisor for arse-wiping, gave his personal assurance that the government has no shortage of paper. ‘In any event, you can always tear your Daily Mail into handy-sized pieces and hang them on a piece of string in the khazi,’ he said in an exclusive interview with the NewsBiscuit health correspondent. ‘That’s what my mum did during WWII.’ The new ration coupons will be sent to all households registered on every electoral roll in England and Wales, and are expected to be ready at the same time as the new blue passports. Individuals with diarrhoea will be able to apply for additional coupons, upon referral from a healthcare professional.  In the event of diarrhoea, you are advised to sit on a large bucket and dial 111. The scheme will be extended to Scotland, just as soon as Nicola Sturgeon gets the squits."
BRITAIN BRACES ITSELF FOR POST-BREXIT WAVE OF SCROUNGING EX-PATS,2056,"Fears are growing that Britain may be swamped by a ‘grey wave’ of elderly migrants returning once European healthcare accords are abolished when Britain leaves the EU. About 75% of Britons settled in continental Europe are one untimely slip in the shower away from the Grim Reaper – now multitudes of them may descend on us like a plague of wrinkly locusts, putting the nation’s supply of Werther’s Originals seriously to the test. ‘Brexit has put a lot of countries’ backs up’ said Simon Stevens, head of the NHS in England. ‘We doubt they’ll continue footing the bill for our sickly retirees filling GPs’ surgeries every day, waiting to been seen for imaginary stabbing pains in their lower left back once formal welfare agreements end. If they return, they would overwhelm our already overstretched services – there are simply not enough Mecca Bingos to cope.’ UK residents have reported mixed feelings over the impending deluge of geriatric moochers. Some are furious over what they see as a betrayal of their own basic human right to live in Spain and refuse to learn the local language, while others have expressed concern that the OAPs will come over here and steal all the jobs working part-time Wednesday mornings in the Cancer Research UK shop. ‘I heard they don’t stand for the Queen’s speech anymore’, fumed housewife Nora Taylor. ‘But they’ll salute a photo of Antonio Banderas downing a Sangria and poking a bull in the eye with a sombrero. Disgraceful.’ However, Kevin Briggs said: ‘I don’t understand what’s going on here. Don’t we own the Costa del Sol? Isn’t that what the Falklands War was all about?’ The government has stressed that it intends to ensure that elderly Brits remain someone else’s problem. Said a Home Office spokesman: ‘We are determined that the generation that brought us rent-to-buy housing and the jerry curl, the 7th or 8th greatest generation of all time, will not become orphans of political upheaval.’ Meanwhile, the Isle of Wight County Council said that it really didn’t see what the problem was anyway. S-Bahn"
‘A CATALOGUE OF ERRORS’ GETS PUBLICATION DATE,866,"A ‘Catalogue of Errors’, described as the first-ever attempt to showcase series of catastrophic failings in areas such as healthcare, the prison service, crowd control, defence and industry, will be published on 15 March, ‘barring accidents’, it was announced today. Publishers boast the lavishly illustrated 96-page catalogue will feature a portfolio of tragedies with ‘an error on every page’. ‘We wanted to be ready in time for the lucrative Christmas market,’ said HarperCollins spokeswoman Jessica Mortimer-Sykkes, but the photographer made a mistake with the proofs, the printers messed up the pagination and then thousands of copies were accidentally destroyed in a warehouse fire. It really was a…a sequence of inopportune events.’ If sales meet their targets, other publications under consideration include a Brochure of Confusion and a Pamphlet of Despair."
GREAT ORMOND STREET DRIVE-THROUGH HOSPITAL AND BOWLING ALLEY PLANS UNTRUE SAYS BORIS,1817,"Answering Labour’s accusations that the Tories plan to sell off the NHS, Boris Johnson today insisted that the decision to rename London Hospitals after American presidents and baseball stars, was pure coincidence. However, faced with a 451 page document, which Labour alleges gives chapter and verse on the Tories underhand, immoral and sneaky plans to sell the NHS to the highest bidder, Johnson cut a lonely figure standing on the steps of Downing Street whilst Cummings, Gove, Patel and Raab slithered out the back door. Red faced and sweating profusely the PM insisted he had fully intended to tell the country about the great sell off, but that he wanted it to be surprise for after the election, his Christmas present to his people. ‘It will be marvellous, first class, top rate, spiffing’, said Johnson. ‘Our United Kingdom will become the first country in Europe to fully embrace the freedom of an American style healthcare system.’ ‘The people of Britain will receive the finest medical care that an insurance policy can buy’, insisted the PM. ‘Just like the seats in a first class carriage on the railways, there will be lots of vacant beds in the new style hospitals, no undesirables clogging up the system, it will be top notch.’ Johnson confessed that plans were indeed in place to build new super mortuaries and multi storey crematoriums sponsored by Walmart and Budweiser, but these were only a precaution and should only be in constant use for the first few years whilst the new system beds in. ‘Mark my words, mark my words’, insisted Johnson, warming to his task and shaking his pudgy fist. ‘After we rid ourselves of this cursed, out of date Marxist ridden health service, we will slash the highest rate of Income tax to the bone and Corporation tax and inheritance tax will be abolished at last.’"
WOMAN ON BENEFITS WELCOMES BORIS CASH GIVEAWAY,1726,"Boris Johnson’s claim today that a new Tory Governments first act would be to slash National insurance contributions for all tax payers, was greeted with unbridled joy today as basic rate tax payers realised that this would mean at least an extra £1.63 per week in their pay packet. Janice Long,a mother of three from Halifax, was fighting back the tears as she explained the huge difference this would mean to herself, her family and their dog Dominic. Speaking to BBC North, Janice explained ‘our Jack worked it out and that’s practically £7.08 per month. ‘We are all so excited, the kids were shouting, “what you going to spend it on Mum? Can we go to Disney Land? Can we buy a car? Can we put it in the meter and have the fire on for half an hour?” ‘We are just not used to having such a massive sum in one big chunk, it’s like free money.’ said Janice. The Prime Minister later explained that this was ‘just the start of lower national Insurance contributions which we intend to reduce for everybody year on year, as we gradually sell off the NHS. ‘We believe that voters now understand that it is only the Conservative party that will allow all wage earners. and in particular the higher earners. to keep more of what they earn whilst we provide little or no public services. ‘It is only the Conservatives that will allow the public to decide what to spend their hard earned cash on, be it a holiday in the Maldives, BUPA Health Insurance or the bus fare to the food bank.’ He also confirmed that there would be no increase in taxation on private healthcare provided to the few, not the many, by employers and that this will still be allowable against Corporation tax.  Janice said she was ‘wetting herself’ with glee.  "
"US OPIOD CRISIS TO FUND THE NHS – REBRANDED JOHNSON, JOHNSON & JOHNSON",2142,"Opiod abuse is the key to a balanced post Brexit healthcare system in the UK, Donald Trump has told Boris Johnson in the wake of the Johnson and Johnson judgement.  In a personal letter leaked to the British Medical Journal President Trump says:  ‘What’s really tragic is that you Brits pioneered this method of treatment but you’ve failed to build on your past successes.  We were agog with admiration when you wiped out around 650 patients at Gosport War Memorial Hospital all those years ago but what have you done since?  OK it solved a local problem of bed blocking and waiting lists but it’s hardly revolutionised the NHS has it?’ ‘My own view,’ the president goes on.  ‘Is that you’ve been hamstrung by all those EU regulations and that health and safety crap.  As soon as November comes you want to drop all that stuff and get back on stream.  You see what we’ve managed in little old Oklahoma – 6000 deaths and that was without any government interference.  With your more centralised system the sky will be the limit.  I will personally direct the bosses of J&J to cut you a very advantageous deal provided you can let them have a few hospitals to play with.’ A spokesman for Number 10 said Boris Johnson was delighted with the President’s letter and the implied support in it: ‘As a British Prime Minister he will do practically anything to accommodate the President’s wishes however absurd.  But there are one or two things that need to be sorted out.  For example Mr Johnson has seen Oklahoma several times and he thinks it’s a jolly fine musical but at no point were there 6000 members of the cast.  Also with our smaller population we can’t afford to slaughter too many people as the next time we have a referendum it could lead to a tie rather than a majority one way or the other.’
Westminster insiders say that a number of Cabinet members have already suggested to the Prime Minister that in order to speed up a post Brexit trade deal with the Americans he should try and lay hands on some J&J samples as soon as possible so that they can make an early appraisal of their efficacy.  Michael Gove was unavailable for comment."
HOW TO SURVIVE PROROGATION,1204,"Plan ahead – Brexit is coming.   In the event of a sudden closure of Parliament, paint yourself white to minimise its effects. Stock up on a selection of fine continental cheeses and horde them in your basement. Stock up on brochures and book your next holiday in England before the Brexit rush. Even parts of Wales are quite reasonable for tourists. Scotland is not advised. If you run a public services consultancy company, particularly in the field of healthcare, call the government immediately and have your bank account details ready.  If you cannot contact the British government, the American government will do. Check your credit score hourly. Ensure you have a funeral plan in place. With Government likely to use No deal Brexit as a further excuse for more Austerity, if you are on benefits, kiss your arse goodbye. If you have an ongoing medical condition, see 2 above. Make sure you know the location of your nearest food bank. Take daily sips of Domestos to acclimatise your palate to your new ‘American’ diet. Leave voter? Get ready to celebrate the arrival of 2m plus immigrants from all corners of the globe (Except EU). Check your credit score half hourly. (hattip Sir Lupus & TonyMc81)"
PENSIONER ACCIDENTALLY VOTED IN AS PM,623,"Following an unfortunate typo in the voting papers, Doris Johnson, 87, a pensioner from Hove has been elected as Prime Minister.
Mrs Johnson was surprised at the news but, once matron had explained it, set about forming her manifesto with an enthusiasm not seen since her late husband’s funeral.
Over a nice cup of tea, Doris outlined her policies. “Well I’ll increase pensions and restore the free TV licence of course” said Doris, “Then I suppose I should do something about the environment for all those nice young people and put a lot more money into healthcare… Oh, and send all the darkies back where they came from.”"
ZUCKERBERG LAUNCHES “FACEBLOOD” ‘PURELY TO HELP HAEMOPHILIACS’,1011,"Mark Zuckerberg has insisted that Facebook’s new blood transfusion service is a charitable venture aimed at the world’s haemophiliacs, and not at all an attempt to monopolise supply of what is literally the lifeblood of the world. The popular burgundy plasma flows in the bodies of an estimated 7.5bn people, who depend on it for their everyday survival. ‘The poor of the world lack access to clean blood for medical procedures. This is a life-threatening crisis that we can solve,’ said Mr Zuckerberg. “So all we are asking is for everyone else in the world to sign the rights to their blood over to Facebook.’ ‘Obviously, there is no way we would ever start charging you to get your own blood back, sell your blood group data to private healthcare and insurance companies for, like, literally hundreds of billions of dollars…, or siphon it off for our Board of Directors to drink in the hours of darkness (Pacific Time). We promise.’ ‘You can trust us now, really,’ he added. ‘We’ve put Nick Clegg in charge.’"
NHS JEALOUS OF NORTH KOREA,909,"In an impassioned speech from the pokey confines of a nursing home, the ailing NHS hit out about her shocking treatment and labelled her 70th birthday celebrations as ‘a kick in the teeth’.   ‘For 70 years I’ve been delivering a free point of care health service to millions of people and what do I get in return?’ lamented the decrepit health system.   ‘A mention on the BBC and a few stale cakes made in a bake off.’ ‘It’s all take, take, take these days.  They roll up here, most of them obese and smoking like chimneys, and expect me to give them the latest in modern healthcare free of charge, and then two weeks later they’re in A&E with a headache!  Did you hear what they laid on for North Korea when it was her 70th?  She had street parades, ticker tape, banners.  A proper do, it was’. Sources said the NHS shuffled off to bed shortly after the interview, muttering: ‘They’ll miss me when I’m gone.’"
POLICE TO INTRODUCE CONTROVERSIAL ‘STOP AND DEPORT’,1440,"In an effort to curb black British citizens committing paperwork crime, police have been given controversial ‘stop and deport’ powers to use on anyone that looks like they’re not directly descended from King Arthur. ‘We’re not targeting any one community in particular.’ said one police boss, ‘Well apart from the black one of course. If we suspect someone is walking our streets without their passport, birth certificate and thirty years of detailed tax records, then they will be stopped. Unless they’re white, and then they won’t be stopped. Well, they could be….’ he warned, ‘but they won’t be,’ he reassured. ‘We don’t want to alarm certain communities, but this lack of paperwork has got to stop. We can’t have feral packs of law-abiding, hard-working adults roaming the streets, trying to get healthcare and such things without giving the Home Office 400 pages of paperwork and 1500 quid,’ said the Chief Constable. Amber Rudd said that only Britons that her department decided were actually Britons would be allowed to stay in Britain. ‘Basically anyone that doesn’t regularly wear Union Jack undies, doesn’t love massive queues, and can’t recite at least 20 lines of dialogue from ‘Zulu’ is in big danger.’ As well as the Windrush Britons, all people of foreign background are now under suspicion, with a Home Office van seen leading an elderly couple away from a central London palace for questioning about their right to be here."
