Title,Publishing Date,Source
"With new state abortion laws, more battles again in the courts — Still a long way to a ‘Texas way’ of Medicaid expansion — 6.6 million HealthCare.gov enrollees",01/08/15,https://www.politico.com/tipsheets/politico-pulse/2015/01/with-new-state-abortion-laws-more-battles-again-in-the-courts-still-a-long-way-to-a-texas-way-of-medicaid-expansion-66-million-healthcaregov-enrollees-212543
Daschle's healthcare push,12/11/08,https://www.politico.com/blogs/ben-smith/2008/12/daschles-healthcare-push-014733
Health-care poker,03/16/10,https://www.politico.com/tipsheets/huddle/2010/03/health-care-poker-004135
HealthCare.Gov Launches Just Ahead of Schedule --Small Business Revolts on New Tanning Tax -- Health Repeal Arguments Open in Virginia,07/01/10,https://www.politico.com/tipsheets/politico-pulse/2010/07/healthcaregov-launches-just-ahead-of-schedule-small-business-revolts-on-new-tanning-tax-health-repeal-arguments-open-in-virginia-006556
10 top Obama quotes: Healthcare.gov,10/21/13,https://www.politico.com/story/2013/10/obama-healthcare-quotes-098610
CMS confirms HealthCare.gov outage,11/04/13,https://www.politico.com/story/2013/11/healthcare-gov-outage-monday-afternoon-cms-099332
HealthCare.gov hits a blip,03/18/14,https://www.politico.com/story/2014/03/healthcare-gov-outage-104786
Traffic causing HealthCare.gov problems,10/01/13,https://www.politico.com/story/2013/10/traffic-causing-healthcaregov-problems-097648
HHS: 'Aware' of HealthCare.gov issues,10/01/13,https://www.politico.com/story/2013/10/hhs-aware-of-healthcaregov-issues-097631
What makes HealthCare.gov so complicated?,10/24/13,https://www.politico.com/story/2013/10/healthcare-website-glitches-obamacare-098787
Predicting the next Obamacare glitches — The view from the states — NYT: Healthcare.gov problems could last for months,10/14/13,https://www.politico.com/tipsheets/politico-pulse/2013/10/predicting-the-next-obamacare-glitches-the-view-from-the-states-nyt-healthcaregov-problems-could-last-for-months-011905
Even Apple can’t bypass your passcode – Eyes on the INSA summit – HealthCare.gov: The neverending story,09/18/14,https://www.politico.com/tipsheets/morning-cybersecurity/2014/09/even-apple-cant-bypass-your-passcode-eyes-on-the-insa-summit-healthcaregov-the-neverending-story-212543
House to vote on bill to extend canceled plans — CMS is testing streamlined version of HealthCare.gov,09/11/14,https://www.politico.com/tipsheets/politico-pulse/2014/09/house-to-vote-on-bill-to-extend-canceled-plans-cms-is-testing-streamlined-version-of-healthcaregov-212543
A nudge on healthcare,11/18/08,https://www.politico.com/blogs/ben-smith/2008/11/a-nudge-on-healthcare-014267
Healthcare in the states,10/10/08,https://www.politico.com/blogs/ben-smith/2008/10/healthcare-in-the-states-012976
Hammering healthcare in Florida,10/28/08,https://www.politico.com/blogs/ben-smith/2008/10/hammering-healthcare-in-florida-013630
Daschle's healthcare role [Updated],11/19/08,https://www.politico.com/blogs/ben-smith/2008/11/daschles-healthcare-role-updated-014319
"Healthcare, post-Daschle",02/09/09,https://www.politico.com/blogs/ben-smith/2009/02/healthcare-post-daschle-015949
AFP: 'Hands Off My Healthcare',03/12/10,https://www.politico.com/blogs/ben-smith/2010/03/afp-hands-off-my-healthcare-025681
Analyzing health-care statements,10/04/12,https://www.politico.com/story/2012/10/debate-fact-check-health-care-082003
WH discloses health-care execs' visits,07/22/09,https://www.politico.com/blogs/under-the-radar/2009/07/wh-discloses-health-care-execs-visits-020095
Health-care issue emerges in races,05/02/12,https://www.politico.com/story/2012/05/obama-health-care-issue-emerges-in-races-075858
GOP'S TOP GUESSING GAME: Where will Sheldon Adelson spend $100 million+ this cycle? - MICHAEL 'MONEYBALL' LEWIS TAKES ON WALL STREET - HEALTHCARE.gov is down on big day -- ABC's JOSH ELLIOTT to NBC,03/31/14,https://www.politico.com/tipsheets/playbook/2014/03/gops-top-guessing-game-where-will-sheldon-adelson-spend-100-million-this-cycle-michael-moneyball-lewis-takes-on-wall-street-healthcaregov-is-down-on-big-day-abcs-josh-elliott-to-nbc-212543
Burwell to be sworn in Monday - Administration revamps HealthCare.gov for November - Deal struck on Senate VA bill,06/06/14,https://www.politico.com/tipsheets/politico-pulse/2014/06/burwell-to-be-sworn-in-monday-administration-revamps-healthcaregov-for-november-deal-struck-on-senate-va-bill-212543
Prosecutors pursuing investigation into Medicare leak that swung market – GOP offers more HealthCare.gov rollout details,06/19/14,https://www.politico.com/tipsheets/politico-pulse/2014/06/prosecutors-pursuing-investigation-into-medicare-leak-that-swung-market-gop-offers-more-healthcaregov-rollout-details-212543
"Utah's expanding Medicaid — An end to the free ride, for four states that switched to HealthCare.gov — Puerto Rico reps to meet Burwell",07/20/15,https://www.politico.com/tipsheets/politico-pulse/2015/07/utahs-expanding-medicaid-an-end-to-the-free-ride-for-four-states-that-switched-to-healthcaregov-puerto-rico-reps-to-meet-burwell-212543
States pushing back January enrollment deadlines - Microsoft vet to lead HealthCare.gov repair - Finance’s Clapsis to Caesar’s,12/18/13,https://www.politico.com/tipsheets/politico-pulse/2013/12/states-pushing-back-january-enrollment-deadlines-microsoft-vet-to-lead-healthcaregov-repair-finances-clapsis-to-caesars-212543
HELP Committee seeks answers on NIH lab contamination — Abortions are down in red and blue states — Hawaii’s exchange votes to switch to HealthCare.gov,06/08/15,https://www.politico.com/tipsheets/politico-pulse/2015/06/help-committee-seeks-answers-on-nih-lab-contamination-abortions-are-down-in-red-and-blue-states-hawaiis-exchange-votes-to-switch-to-healthcaregov-212543
Pro Report: Obama fires HealthCare.gov contractor — Holder's close-up on gay marriage — Job numbers disappoint — Needed: Three-day stopgap — A brand new Fed,01/10/14,https://www.politico.com/tipsheets/pro-report/2014/01/pro-report-obama-fires-healthcaregov-contractor-holders-close-up-on-gay-marriage-job-numbers-disappoint-needed-three-day-stopgap-a-brand-new-fed-212543
"Administration sheds little light on tech problems, solutions — CBO: Raising Medicare age would reap smaller savings — Key HealthCare.gov architect visited White House ... a lot",10/25/13,https://www.politico.com/tipsheets/politico-pulse/2013/10/administration-sheds-little-light-on-tech-problems-solutions-cbo-raising-medicare-age-would-reap-smaller-savings-key-healthcaregov-architect-visited-white-house-a-lot-012022
"One year since HealthCare.gov’s debut — CDC confirms first U.S. Ebola case, health officials confident virus can be contained",10/01/14,https://www.politico.com/tipsheets/politico-pulse/2014/10/one-year-since-healthcaregovs-debut-cdc-confirms-first-us-ebola-case-health-officials-confident-virus-can-be-contained-212543
Healthcare fades,02/11/11,https://www.politico.com/blogs/ben-smith/2011/02/healthcare-fades-033291
Vivek Murthy is a health IT guy — BPC event to highlight IT approaches to new healthcare payment methods,12/17/14,https://www.politico.com/tipsheets/morning-ehealth/2014/12/vivek-murthy-is-a-health-it-guy-bpc-event-to-highlight-it-approaches-to-new-healthcare-payment-methods-212543
"Obama's 2003 healthcare comments, revisited",01/22/08,https://www.politico.com/blogs/ben-smith/2008/01/obamas-2003-healthcare-comments-revisited-005488
The health-care push,10/03/08,https://www.politico.com/blogs/ben-smith/2008/10/the-health-care-push-012752
"POLITICO MAGAZINE IS LIVE: GET MITCH – Obama open to health-law change – ONLY 26,794 SIGN UP ON HEALTHCARE.GOV – House GOP: Impeach Holder – Boehner kills immigration talks – JFK trivia",11/14/13,https://www.politico.com/tipsheets/huddle/2013/11/politico-magazine-is-live-get-mitch-obama-open-to-health-law-change-only-26-794-sign-up-on-healthcaregov-house-gop-impeach-holder-boehner-kills-immigration-talks-jfk-trivia-212543
Healthcare 2.0,02/22/10,https://www.politico.com/blogs/ben-smith/2010/02/healthcare-20-025224
Health-care finale,03/26/10,https://www.politico.com/tipsheets/huddle/2010/03/health-care-finale-004144
Obama budget's health-care impact,04/16/13,https://www.politico.com/story/2013/04/budget-winners-losers-show-white-house-priorities-090104
Health-care markup is just beginning,09/23/09,https://www.politico.com/story/2009/09/health-care-markup-is-just-beginning-027469
"HealthCare.gov hack 'no big deal' — IBM, Mayo Clinic to use Watson for clinical trials — Does the doctor licensing proposal fall short?",09/08/14,https://www.politico.com/tipsheets/morning-ehealth/2014/09/healthcaregov-hack-no-big-deal-ibm-mayo-clinic-to-use-watson-for-clinical-trials-does-the-doctor-licensing-proposal-fall-short-212543
"GOP chorus attacks Obamacare over Healthcare.gov hack — Scoop: VistA’s DoD EHR bid will be backed by DSS Inc., General Dynamics, PWC",09/05/14,https://www.politico.com/tipsheets/morning-ehealth/2014/09/gop-chorus-attacks-obamacare-over-healthcaregov-hack-scoop-vistas-dod-ehr-bid-will-be-backed-by-dss-inc-general-dynamics-pwc-212543
Dems’ bill to reverse Hobby Lobby decision fails — Feds seek a new HealthCare.gov contractor — FDA still can’t explain delayed discovery of smallpox vials,07/17/14,https://www.politico.com/tipsheets/politico-pulse/2014/07/dems-bill-to-reverse-hobby-lobby-decision-fails-feds-seek-a-new-healthcaregov-contractor-fda-still-cant-explain-delayed-discovery-of-smallpox-vials-212543
"GAO faults exchange spending — Shorter application on Healthcare.gov — Ebola caseload could surpass 20,000",09/23/14,https://www.politico.com/tipsheets/politico-pulse/2014/09/gao-faults-exchange-spending-shorter-application-on-healthcaregov-ebola-caseload-could-surpass-20-000-212543
"INCOME INEQUALITY big issue for 2016 Dems: Elizabeth Warren could push field left -- WSJ: Healthcare.gov sign-ups 1/10 of goal -- NEW FIRMS: Katie Packer Gage, Will Ritter -- B'DAYS: Jeff Zients",11/12/13,https://www.politico.com/tipsheets/playbook/2013/11/income-inequality-big-issue-for-2016-dems-elizabeth-warren-could-push-field-left-wsj-healthcaregov-sign-ups-1-10-of-goal-new-firms-katie-packer-gage-will-ritter-bdays-jeff-zients-212543
"DEM ‘CONCERNS’ ON IMMIGRATION EXEC ACTION – HealthCare.Gov hacked, GOP attacks – KERRY ON HILL 9/16 – McCarthy’s September plans – 588 town halls in August – THE ‘MCCAIN COUNT’",09/05/14,https://www.politico.com/tipsheets/huddle/2014/09/dem-concerns-on-immigration-exec-action-healthcaregov-hacked-gop-attacks-kerry-on-hill-9-16-mccarthys-september-plans-588-town-halls-in-august-the-mccain-count-212543
Devil is in the lack of details on Obamacare tech woes — Obama pleads for patience with HealthCare.gov fixes — The case of the missing Obamacare tech team — What Sebelius won't say next week,10/22/13,https://www.politico.com/tipsheets/politico-pulse/2013/10/devil-is-in-the-lack-of-details-on-obamacare-tech-woes-obama-pleads-for-patience-with-healthcaregov-fixes-the-case-of-the-missing-obamacare-tech-team-what-sebelius-wont-say-next-week-011987
"NSA spied on world leaders, internal review ended program — EU fumes, Hill prepares reform — HealthCare.gov: New site outage, more fury this week — Patent bill hits House, interoperability on tap at F",10/28/13,https://www.politico.com/tipsheets/morning-tech/2013/10/nsa-spied-on-world-leaders-internal-review-ended-program-eu-fumes-hill-prepares-reform-healthcaregov-new-site-outage-more-fury-this-week-patent-bill-hits-house-interoperability-on-tap-at-f-212543
McCain health-care plan assailed,09/15/08,https://www.politico.com/blogs/politico-now/2008/09/mccain-health-care-plan-assailed-011846
Faces of the health-care crisis,07/28/08,https://www.politico.com/blogs/politico-now/2008/07/faces-of-the-health-care-crisis-010586
Benefits Coalition blasts health-care proposals,07/08/08,https://www.politico.com/blogs/politico-now/2008/07/benefits-coalition-blasts-health-care-proposals-010163
"Obama ad sells, defends healthcare plan",09/30/08,https://www.politico.com/blogs/ben-smith/2008/09/obama-ad-sells-defends-healthcare-plan-012588
No healthcare questions at Obama presser,10/08/13,https://www.politico.com/blogs/media/2013/10/no-healthcare-questions-at-obama-presser-174562
"Abortion provision in health-care bill provoke tears, shouts -- Obama fights aloof image with personal revelations -- Ben Porritt engaged",11/09/09,https://www.politico.com/tipsheets/playbook/2009/11/abortion-provision-in-health-care-bill-provoke-tears-shouts-obama-fights-aloof-image-with-personal-revelations-ben-porritt-engaged-002543
TRUMP’s cut to the arts -- REPUBLICAN’S cut to NY healthcare -- FEARLESS GIRL’s longevity,03/10/17,https://www.politico.com/tipsheets/new-york-playbook/2017/03/politico-new-york-playbook-trumps-cut-to-the-arts-republicans-cut-to-ny-healthcare-fearless-girls-longevity-219148
An 'aggressive' schedule for healthcare,04/20/09,https://www.politico.com/blogs/ben-smith/2009/04/an-aggressive-schedule-for-healthcare-017673
Healthcare.gov hacked - Data verification deadline today - Obesity rates not getting lighter,09/05/14,https://www.politico.com/tipsheets/politico-pulse/2014/09/healthcaregov-hacked-data-verification-deadline-today-obesity-rates-not-getting-lighter-212543
Is HealthCare.gov ready for round two? — SCOTUS asked to hear ACA subsidies case,08/01/14,https://www.politico.com/tipsheets/politico-pulse/2014/08/is-healthcaregov-ready-for-round-two-scotus-asked-to-hear-aca-subsidies-case-212543
CMS: 95 percent of HealthCare.gov's files reconciled — U.S. Ebola patients: Zero,11/11/14,https://www.politico.com/tipsheets/politico-pulse/2014/11/cms-95-percent-of-healthcaregovs-files-reconciled-us-ebola-patients-zero-212543
"Transparency could save healthcare industry big, industry saw signs of MU 2 delays",05/27/14,https://www.politico.com/tipsheets/morning-ehealth/2014/05/transparency-could-save-healthcare-industry-big-industry-saw-signs-of-mu-2-delays-212543
Another healthcare solution,09/24/09,https://www.politico.com/blogs/ben-smith/2009/09/another-healthcare-solution-021660
Streaming live: Healthcare,03/05/09,https://www.politico.com/blogs/ben-smith/2009/03/streaming-live-healthcare-016584
Sparring on healthcare,02/26/08,https://www.politico.com/blogs/ben-smith/2008/02/sparring-on-healthcare-006538
Democrats launch healthcare pushback,01/18/11,https://www.politico.com/blogs/on-congress/2011/01/democrats-launch-healthcare-pushback-032496
New Mexico pitches plan to lease HealthCare.gov — Burwell to celebrate open enrollment totals — Sebelius talks ACA implementation with ACOG,03/09/15,https://www.politico.com/tipsheets/politico-pulse/2015/03/new-mexico-pitches-plan-to-lease-healthcaregov-burwell-to-celebrate-open-enrollment-totals-sebelius-talks-aca-implementation-with-acog-212543
Troubles persist with HealthCare.gov’s back end — Yet 11.4 million enrolled in Obamacare — CHIP directors assuming feds will extend funding,02/18/15,https://www.politico.com/tipsheets/politico-pulse/2015/02/troubles-persist-with-healthcaregovs-back-end-yet-114-million-enrolled-in-obamacare-chip-directors-assuming-feds-will-extend-funding-212543
"ABIM insists it's financially sound, despite allegations — DeGette: We're still working out FDA funding in 'Cures' — Hawaii wants to use HealthCare.gov",05/15/15,https://www.politico.com/tipsheets/politico-pulse/2015/05/abim-insists-its-financially-sound-despite-allegations-degette-were-still-working-out-fda-funding-in-cures-hawaii-wants-to-use-healthcaregov-212543
HealthCare.gov back end still M.I.A. — Health wonk 2016 battle already underway — House Agenda: More anti-Obamacare votes,04/28/14,https://www.politico.com/tipsheets/politico-pulse/2014/04/healthcaregov-back-end-still-mia-health-wonk-2016-battle-already-underway-house-agenda-more-anti-obamacare-votes-212543
Document: June 1 deadline for states joining HealthCare.gov - House to vote on revamped expat bill,04/29/14,https://www.politico.com/tipsheets/politico-pulse/2014/04/document-june-1-deadline-for-states-joining-healthcaregov-house-to-vote-on-revamped-expat-bill-212543
Issa sounds alarm over HealthCare.gov security (again) — Census picks winner/loser cities for health coverage,09/18/14,https://www.politico.com/tipsheets/politico-pulse/2014/09/issa-sounds-alarm-over-healthcaregov-security-again-census-picks-winner-loser-cities-for-health-coverage-212543
Home Depot hack used Target malware – Congress returns for a foreign policy fall – More talk about HealthCare.gov hack,09/08/14,https://www.politico.com/tipsheets/morning-cybersecurity/2014/09/home-depot-hack-used-target-malware-congress-returns-for-a-foreign-policy-fall-more-talk-about-healthcaregov-hack-212543
WHERE NY REPUBLICANS STAND on healthcare — TRUMP's HUD cuts and NYC — SILVER heads to court — DE BLASIO raises non-NY money,03/16/17,https://www.politico.com/tipsheets/new-york-playbook/2017/03/where-ny-republican-stand-on-healthcare-silver-heads-to-court-de-blasio-raises-non-ny-money-219248
"Obama to put a boot in Congress next week -- will prescribe health-care plan, sans public option -- considering Oval address, joint session",09/02/09,https://www.politico.com/tipsheets/playbook/2009/09/obama-to-put-a-boot-in-congress-next-week-will-prescribe-health-care-plan-sans-public-option-considering-oval-address-joint-session-002473
Big problems at the VA as Jared-backed health-care project gets ‘devastating’ review,05/12/18,https://www.politico.com/newsletters/playbook/2018/05/12/big-problems-at-the-va-as-jared-backed-health-care-project-gets-devastating-review-269289
Health-care challenge goes to court,09/14/10,https://www.politico.com/story/2010/09/health-care-challenge-goes-to-court-042120
Repeal the health-care law,07/09/13,https://www.politico.com/story/2013/07/repeal-health-law-on-path-to-reform-093899
"Hobby Lobby SCOTUS watch — Happy fifth birthday, Tobacco Control Act — Republicans probe QSSI/United Healthcare ties",06/23/14,https://www.politico.com/tipsheets/politico-pulse/2014/06/hobby-lobby-scotus-watch-happy-fifth-birthday-tobacco-control-act-republicans-probe-qssi-united-healthcare-ties-212543
Senate Minority Leader says healthcare vote should be delayed,11/15/09,https://www.politico.com/blogs/politico-now/2009/11/senate-minority-leader-says-healthcare-vote-should-be-delayed-022820
SEIU pans new insurance industry health-care reform plan,07/21/08,https://www.politico.com/blogs/politico-now/2008/07/seiu-pans-new-insurance-industry-health-care-reform-plan-010399
Attack on healthcare budget hits lack of detail,03/26/09,https://www.politico.com/blogs/ben-smith/2009/03/attack-on-healthcare-budget-hits-lack-of-detail-017148
Labor hits McCain on healthcare,09/30/08,https://www.politico.com/blogs/ben-smith/2008/09/labor-hits-mccain-on-healthcare-012585
Confrontation vs. compromise on healthcare,09/10/07,https://www.politico.com/blogs/ben-smith/2007/09/confrontation-vs-compromise-on-healthcare-002975
Report: Obama plans healthcare mandate,02/24/09,https://www.politico.com/blogs/ben-smith/2009/02/report-obama-plans-healthcare-mandate-016299
"Taxing healthcare, despite the campaign",02/22/09,https://www.politico.com/blogs/ben-smith/2009/02/taxing-healthcare-despite-the-campaign-016244
LAT: 'Texas healthcare system withering',09/08/11,https://www.politico.com/story/2011/09/lat-texas-healthcare-system-withering-063033
Romney's health-care moment,05/10/11,https://www.politico.com/story/2011/05/romneys-health-care-moment-054651
"White House says shrill opposition and an August pause help the president's health-care plan -- Insurers, conservative groups provide talking points for town halls -- Burton on Twitter",08/06/09,https://www.politico.com/tipsheets/playbook/2009/08/white-house-says-shrill-opposition-and-an-august-pause-help-the-presidents-health-care-plan-insurers-conservative-groups-provide-talking-points-for-town-halls-burton-on-twitter-002446
Obama: No blank check for insurers to make up for administrative fix - Document warned of HealthCare.gov problems in the spring — Compounding bill reaches president’s desk,11/19/13,https://www.politico.com/tipsheets/politico-pulse/2013/11/obama-no-blank-check-for-insurers-to-make-up-for-administrative-fix-document-warned-of-healthcaregov-problems-in-the-spring-compounding-bill-reaches-presidents-desk-212543
Lieberman: Health-care reform legislation can be passed this week,12/13/09,https://www.politico.com/blogs/politico-now/2009/12/lieberman-health-care-reform-legislation-can-be-passed-this-week-023458
PolitiFact 'Lie of the Year': 'If you like your healthcare plan you can keep it',12/12/13,https://www.politico.com/blogs/media/2013/12/politifact-lie-of-the-year-if-you-like-your-healthcare-plan-you-can-keep-it-179521
REPUBLICAN healthcare votes — PREET’S next move — DE BLASIO’S education probe,03/21/17,https://www.politico.com/tipsheets/new-york-playbook/2017/03/republican-healthcare-votes-preets-next-move-de-blasios-education-probe-219326
Ryan raising more funds to protect the House after health-care vote,06/05/17,https://www.politico.com/story/2017/06/05/ryan-obamacare-repeal-republicans-239155
GOP to fan Obamacare flames — Gov. Scott Walker’s unusual path on Obamacare — New insurance ad lampoons HealthCare.gov problems — Foxx to do ACA outreach event,11/21/13,https://www.politico.com/tipsheets/politico-pulse/2013/11/gop-to-fan-obamacare-flames-gov-scott-walkers-unusual-path-on-obamacare-new-insurance-ad-lampoons-healthcaregov-problems-foxx-to-do-aca-outreach-event-212543
Millions of no-bid dollars rushed to contractor fixing HealthCare.gov – Planned Parenthood plans largest campaign offensive yet – RNC ties Clinton to Obamacare,02/27/14,https://www.politico.com/tipsheets/politico-pulse/2014/02/millions-of-no-bid-dollars-rushed-to-contractor-fixing-healthcaregov-planned-parenthood-plans-largest-campaign-offensive-yet-rnc-ties-clinton-to-obamacare-212543
"Obamacare premiums vary widely in HealthCare.gov states – Sebelius recalls tough ACA implementation – Despite 2006 reform, health disparities persist in Mass.",06/18/14,https://www.politico.com/tipsheets/politico-pulse/2014/06/obamacare-premiums-vary-widely-in-healthcaregov-states-sebelius-recalls-tough-aca-implementation-despite-2006-reform-health-disparities-persist-in-mass-212543
Sebelius’s final ‘months’ — The resignation a winner for everyone — Sebelius: My choice to leave — One more day for HealthCare.gov ‘line’,04/14/14,https://www.politico.com/tipsheets/politico-pulse/2014/04/sebeliuss-final-months-the-resignation-a-winner-for-everyone-sebelius-my-choice-to-leave-one-more-day-for-healthcaregov-line-212543
"Linking HealthCare.gov to Democrats’ defeats — Where does the election leave Medicaid expansion? — On McConnell’s ACA hit list: medical device tax, 30-hour work week",11/06/14,https://www.politico.com/tipsheets/politico-pulse/2014/11/linking-healthcaregov-to-democrats-defeats-where-does-the-election-leave-medicaid-expansion-on-mcconnells-aca-hit-list-medical-device-tax-30-hour-work-week-212543
IMPEACHMENT draws CALIFORNIA majority — BECERRA sues JUUL — PG&E CEO grilled by CALEG — NEWSOM’s national healthcare model?,11/19/19,https://www.politico.com/newsletters/california-playbook/2019/11/19/impeachment-draws-california-majority-becerra-sues-juul-pg-e-ceo-grilled-by-caleg-newsoms-national-healthcare-model-487705
"Presented by the Partnership to Fight Chronic Disease: Both sides stockpiles health-care tales of woe -- In ABC town hall, Obama leaves door open to benefits tax",06/25/09,https://www.politico.com/tipsheets/politico-pulse/2009/06/presented-by-the-partnership-to-fight-chronic-disease-both-sides-stockpiles-health-care-tales-of-woe-in-abc-town-hall-obama-leaves-door-open-to-benefits-tax-006292
Presented by The Heritage Foundation: White House and Democratic Party are coordinating to hit 'organized mobs' disrupting health-care town halls -- Lobbyists flood Hill with meeting requests,08/05/09,https://www.politico.com/tipsheets/politico-pulse/2009/08/presented-by-the-heritage-foundation-white-house-and-democratic-party-are-coordinating-to-hit-organized-mobs-disrupting-health-care-town-halls-lobbyists-flood-hill-with-meeting-requests-006325
Perry says Obama should acknowledge healthcare ‘fraud’,11/10/13,https://www.politico.com/blogs/politico-now/2013/11/perry-says-obama-should-acknowledge-healthcare-fraud-177165
"The healthcare argument: Edwards criticizes, Obama elaborates",05/29/07,https://www.politico.com/blogs/ben-smith/2007/05/the-healthcare-argument-edwards-criticizes-obama-elaborates-001580
Hillary in Indiana: trade and healthcare,04/23/08,https://www.politico.com/blogs/ben-smith/2008/04/hillary-in-indiana-trade-and-healthcare-008095
WHAT YOU NEED TO KNOW on the healthcare front -- TRUMP refuses to tell Theresa May whether he’s going to pull out of the Iran deal -- THE MUELLER STORIES -- AMERICANS shrug at tax reform -- B’DAY: Brianna Keilar,09/21/17,https://www.politico.com/tipsheets/playbook/2017/09/21/what-you-need-to-know-on-the-healthcare-front-trump-refuses-to-tell-theresa-may-whether-hes-going-to-pull-out-of-the-iran-deal-the-mueller-stories-americans-shrug-at-tax-reform-bday-brianna-keilar-222395
Daley walks back health-care criticism,01/30/11,https://www.politico.com/blogs/politico-now/2011/01/daley-walks-back-health-care-criticism-032939
Falco: No Soprano-style healthcare,06/25/09,https://www.politico.com/story/2009/06/falco-no-soprano-style-healthcare-024206
Health-care Whac-a-Mole,10/14/09,https://www.politico.com/tipsheets/huddle/2009/10/health-care-whac-a-mole-004031
Healthcare hackers may have accessed lawmaker info,05/21/15,https://www.politico.com/story/2015/05/healthcare-hackers-may-have-accessed-lawmaker-info-118200
Clinton’s health-care assault on Sanders backfires,01/14/16,https://www.politico.com/story/2016/01/hillary-clinton-bernie-sanders-health-care-217789
Health-care goal: 7M in 6 months,06/24/13,https://www.politico.com/story/2013/06/kathleen-sebelius-says-exchange-goal-is-7-million-by-march-093301
DoJ: Speed up health-care case,03/09/11,https://www.politico.com/story/2011/03/doj-speed-up-health-care-case-050955
GOP health-care repeal attempt fails,06/15/10,https://www.politico.com/story/2010/06/gop-health-care-repeal-attempt-fails-038566
Obama mixes it up in health-care brawl,07/20/09,https://www.politico.com/story/2009/07/obama-mixes-it-up-in-health-care-brawl-025183
