Title,Len,Content
Healthcare sector growth boosts work opportunities,2781,"PUNE: Experts in the education and healthcare sectors have pointed to the ample opportunity for students in the healthcare field which offers diplomas, certificates, degrees and even doctoral programmes which do not always require NEET qualifications.
The Covid-19 pandemic brought into focus deficiencies in the healthcare sector including a shortage of medical staff in the state. Apart from doctors and nurses, an equally important role is played by the pharmacists, technicians and other paramedic staff that ensure smooth functioning of hospitals, clinics and laboratories.



While good doctors and nursing staff are important for any healthcare facility, similarly any healthcare provider needs equally skilled, paramedical and support staff to deliver the required services in a better manner, said Rekha Dubey, chief executive officer (CEO), Aditya Birla Memorial Hospital.

“This is to ensure that the best treatment is offered to patients and the idea of precautionary care is encouraged. When a student chooses to make a career in any of these fields, it is important to complete these degrees/ diplomas from hospital-affiliated colleges to get first-hand experience and to have authentic knowledge and skills. Apart from paramedical field, epidemiology, equipment management, speech therapist, drug inspector, pharma/ drug expert, nutritionist amongst others will be in demand in the coming years,” she added.
Rajesh Deshpande, president of Baner Balewadi Medicos’ Association, who also works as a consultant with hospitals on their business development felt if the student is in dire need of a job after Std X or Std XII, then instead of taking up a conventional degree course, it is always better to take up a certificate or diploma course as a technician.
“There are all kinds of pathological and diagnostic laboratories where people can get jobs easily. Apart from that, there are MRI technicians and cath lab assistants who are paid very well,” said Deshpande.
Bhavesh Barde, consulting orthopaedic surgeon at Suretech Hospital in Nagpur, said standardisation of courses and entry to them is necessary. “Nowadays, any institute can offer these courses. There is no quality check on the syllabus as well as the certificate or diploma offered. All these courses must be on the same level nationally. Though there are jobs after completing the courses, the pay scale of many technicians is not good. If the curriculum is standardised and placements begin at colleges, the pay scale would also improve. But, not all technicians or paramedics get paid poorly. There are courses such as dialysis assistants or cath lab assistants or even OT assistants who are paid well. Hence, there is ambiguity in these allied medical fields which need to be properly standardised.”
"
"Quality education, health taking Delhi on US growth path: Minister Satyendar Jain",2223,"NEW DELHI: Health minister Satyendar Jain on Wednesday said that the Delhi government is bringing development in Delhi through the same path that countries like the United Kingdom and the US have taken by providing quality healthcare and quality education.
“Delhi government is for the people and by the people and is the only government working to provide quality amenities to the underprivileged. With people’s support only the Arvind Kejriwal government got 90% seats in Delhi consecutively, which is historic in itself,” Jain said on Wednesday after inaugurating a multi-purpose community centre at Alipur Village in north Delhi’s Narela.



“We have fulfilled the chief minister’s promise to the people and our work speaks for itself,” he said, adding that he is looking forward to beautifying this centre, which will play a crucial role in the village’s development. Narela MLA Sharad Kumar Chauhan and senior officials of Delhi government were present during the inauguration.

“The UK and the US developed only because of free quality education and healthcare. The AAP government is bringing the same kind of development to Delhi. This government has been the first one in the nation to take up the issue of quality amenities as a prime responsibility and we are making remarkable progress in healthcare and education with each passing day,” the minister said.
Jain said that politicians are elected for taking the nation forward and they should be selfless and tireless in their service. “We as a government owe everything to the people and our people-oriented, corruption-free governance model has awakened people about their legitimate rights of quality education and healthcare,” he said.
“Delhi government is accused of doing politics of ‘free services’ but we ask if we are judiciously using public money and giving it back to the people through free and quality services then what’s the harm? We have not introduced any new tax and we will continue to work tirelessly in finding innovative ways of delivering the most appropriate policies for the people,” he said.
Will is the key to achieving anything and no task is impossible, but requires commitment, which Jain alleged previous governments didn’t show.
"
Puducherry logs 60 fresh Covid-19 cases,841,"PUDUCHERRY: The Union territory of Puducherry reported 60 fresh cases even as 96 patients recovered in the last 24 hours ending at 10am on Tuesday bringing down the active cases to 856.
Of them, 666 are under home isolation and treatment. Puducherry headquarters reported the maximum fresh cases with 36 followed by Mahe (20) and Karaikal and Mahe with two each.

Puducherry headquarters has the maximum active cases with 541 followed by Mahe (168), Karaikal (130) and Yanam (17). The territory did not report any death and toll stood at 1,805. Puducherry headquarters has the maximum fatalities with 1,429 followed by Karaikal (231), Yanam (105) and Mahe (40).
The infection's fatality rate stood at 1.5%. Healthcare authorities have so far administered 7.66 lakh doses of Covid-19 vaccine (including the second dose) to the beneficiaries.
"
Jaipur: J.K .Lon & mahila hospitals get host of healthcare facilities,1021,"JAIPUR: Health minister Raghu Sharma inaugurated oxygen plants and ICU at JK Lon Hospital and Mahila Chikitsalaya on Tuesday.
At JK Lon Hospital, a medical oxygen generation plant, ICU, high dependency unit (HDU) and CT scan machine were inaugurated. At Mahila Chikitsalaya, Sharma inaugurated a blood bank component lab, ICU, in-vitro fertilization (IVF) centre and oxygen generation plant.
The oxygen plant at JK Lon Hospital has a capacity of producing 50 cylinders while Mahila Chikitsalaya medical oxygen generation plant has a capacity of generating 24 metric tonne per hour. “An oxygen generation plant capable of 160 cylinder capacity daily is being set up on behalf of JDA,” said Sharma, adding that patients had to face the problems during the second wave due to shortage of oxygen. To avoid such a situation, medical oxygen plants, oxygen concentrators and other facilities are being developed at 400 places in the state, through which it will be possible to generate around 1,000 metric tonne medical oxygen.
"
Single vax shot doesn’t offer much protection against Covid-19: Delhi study,4072,"NEW DELHI: A single vaccine dose does not offer significant protection against symptomatic or severe Covid-19 infections, a study conducted by a leading private hospital in Delhi suggests, reports Durgesh Nandan Jha.
The study is based on Covid infections among healthcare workers at Sir Ganga Ram Hospital from March 1 to May 31 this year, during the deadly second wave.



Dr Ruma Satwik, the lead author of the study, told TOI their study on vaccine effectiveness revealed that a single dose offered very little protection against symptomatic infections or any “outcome of interest”, that is, the risk of developing severe symptoms or death due to Covid-19.

6 died of Covid at SGRH in 3 mths, 5 were unvaccinated
As per the study, the incidence of symptomatic infection in healthcare workers who had received a single dose of the vaccine (after 21 days of getting the shot) was 12.3%, as compared to 13.9% in the unvaccinated group. Around 2% of the partially vaccinated study subjects developed moderate to severe disease and 0.7% required supplemental oxygen therapy on contracting Covid-19. In comparison, 3.3% of the unvaccinated healthcare workers developed moderate to severe disease and 1.7% required supplemental oxygen therapy. As these figures show, there was little difference between the two groups on susceptibility to the virus.
“Our findings are in line with the Public Health Scotland data on single-dose protection against the Delta variant. However, it is in contrast to a modestly reduced but significant protection offered by a single dose as seen in the study from CMC Vellore (50% protection) and Public Health England (33% protection),” she said.
The study included 4,296 healthcare workers employed at SGRH. Of them, Dr Satwik said, 2,716 had received two doses of Covishield, 623 had received a single dose of the vaccine and 937 were not vaccinated as on April 30. There were 20 others who had received either Covaxin or Pfizer, and they were not included in the study.
Between March 1 and May 31, the doctor said, 526 out of 4276 (13%) healthcare workers tested positive for Covid-19, of which 2% were asymptomatic, 82% had mild symptoms, 10% had moderate symptoms and 5% had severe disease. Six healthcare workers died due to Covid-19, of which five were unvaccinated and one had received a single dose of the vaccine. There were no mortalities among the fully-vaccinated healthcare workers.
However, the study showed, several healthcare workers did get infected and developed symptoms despite being fully vaccinated. The vaccine effectiveness for two doses of Covishield given at a median interval of 30 days was 28% for symptomatic infections, 67% for moderate to severe disease, 76% for supplemental oxygen therapy and nearly 97% for deaths. “Our study reports lower protection by two doses from symptomatic infections. But, it also shows that fully vaccinated people have high levels of protection against moderate to severe disease, supplemental oxygen therapy and deaths,” said one of the researchers.
The findings of the SGRH study have been published in the letters to the editor column of the European Journal of Internal Medicine. Interestingly, the authors noted that previous infection with SARS-CoV-2 was significantly protective against all studied outcomes, with an effectiveness of 93% seen against symptomatic infections, 89% against moderate to severe disease and 85% against supplemental oxygen therapy. All deaths occurred in previously uninfected individuals, the authors have stated, adding that previous infection offered higher protection than that offered by single or double dose of the vaccine.
“This information may be useful in deciding vaccine policy. In countries facing acute vaccine shortages, administrators could consider early full vaccine coverage, prioritising those never infected, before the onset of another SARS-CoV-2 outbreak,” Dr Ambarish Satwik, a vascular surgeon at SGRH, who was also part of the study, tweeted. The other authors involved in the study were Satendra Katoch and Satish Saluja.
"
Single Covid-19 vaccine shot offers virtually no shield: Hospital study,4046,"NEW DELHI: A single vaccine dose does not offer significant protection against symptomatic or severe Covid-19 infections, a study conducted by a leading private hospital in Delhi suggests.
The study is based on Covid infections among healthcare workers at Sir Ganga Ram Hospital from March 1 to May 31 this year, during the deadly second wave.

Dr Ruma Satwik, the lead author of the study, told TOI their study on vaccine effectiveness revealed that a single dose offered very little protection against symptomatic infections or any “outcome of interest”, that is, the risk of developing severe symptoms or death due to Covid-19.



6 Died of covid at SGRH in 3 months, 5 were unvaccinated
As per the study, the incidence of symptomatic infection in healthcare workers who had received a single dose of the vaccine (after 21 days of getting the shot) was 12.3%, as compared to 13.9% in the unvaccinated group. Around 2% of the partially vaccinated study subjects developed moderate to severe disease and 0.7% required supplemental oxygen therapy on contracting Covid-19. In comparison, 3.3% of the unvaccinated healthcare workers developed moderate to severe disease and 1.7% required supplemental oxygen therapy. As these figures show, there was little difference between the two groups on susceptibility to the virus.
“Our findings are in line with the Public Health Scotland data on single-dose protection against the Delta variant. However, it is in contrast to a modestly reduced but significant protection offered by a single dose as seen in the study from CMC Vellore (50% protection) and Public Health England (33% protection),” she said.
The study included 4,296 healthcare workers employed at SGRH. Of them, Dr Satwik said, 2,716 had received two doses of Covishield, 623 had received a single dose of the vaccine and 937 were not vaccinated as on April 30. There were 20 others who had received either Covaxin or Pfizer, and they were not included in the study.
Between March 1 and May 31, the doctor said, 526 out of 4276 (13%) healthcare workers tested positive for Covid-19, of which 2% were asymptomatic, 82% had mild symptoms, 10% had moderate symptoms and 5% had severe disease. Six healthcare workers died due to Covid-19, of which five were unvaccinated and one had received a single dose of the vaccine. There were no mortalities among the fully-vaccinated healthcare workers.
However, the study showed, several healthcare workers did get infected and developed symptoms despite being fully vaccinated. The vaccine effectiveness for two doses of Covishield given at a median interval of 30 days was 28% for symptomatic infections, 67% for moderate to severe disease, 76% for supplemental oxygen therapy and nearly 97% for deaths. “Our study reports lower protection by two doses from symptomatic infections. But, it also shows that fully vaccinated people have high levels of protection against moderate to severe disease, supplemental oxygen therapy and deaths,” said one of the researchers.
The findings of the SGRH study have been published in the letters to the editor column of the European Journal of Internal Medicine. Interestingly, the authors noted that previous infection with SARS-CoV-2 was significantly protective against all studied outcomes, with an effectiveness of 93% seen against symptomatic infections, 89% against moderate to severe disease and 85% against supplemental oxygen therapy. All deaths occurred in previously uninfected individuals, the authors have stated, adding that previous infection offered higher protection than that offered by single or double dose of the vaccine.
“This information may be useful in deciding vaccine policy. In countries facing acute vaccine shortages, administrators could consider early full vaccine coverage, prioritising those never infected, before the onset of another SARS-CoV-2 outbreak,” Dr Ambarish Satwik, a vascular surgeon at SGRH, who was also part of the study, tweeted. The other authors involved in the study were Satendra Katoch and Satish Saluja.
"
Covid-19: Navi Mumbai to administer only second dose of Covaxin on Tuesday,929,"NAVI MUMBAI: The Navi Mumbai Municipal Corporation (NMMC) is set to administer only the second dose of Covaxin on Tuesday.
Covaxin will be administered at General Hospitals in Vashi, Nerul and Airoli, and each centre has been allocated 250 doses.

Those in the 18-44 age group and above 45 years can get their jabs. Frontline and healthcare workers, due for their second dose of Covaxin can also get their jabs.
The vaccination drive will be operational from 9 am to 5 pm.

All those who had taken their first dose of Covaxin up to July 20 are now eligible for their second dose.
The tokens for vaccination will be distributed at all the centres at 9 am, wherein persons with disabilities and those above 70 years of age will be prioritised.
The residents of Navi Mumbai will be given vaccine shots on priority at these centres, said the civic body.
Meanwhile, Navi Mumbai on Monday reported 26 new positive cases and one death.
"
New York orders all healthcare workers to get Covid-19 vaccine,296,"NEW YORK: All healthcare workers in New York State must be vaccinated against Covid-19 unless they have a medical or religious exemption, governor Andrew Cuomo said in a new mandate issued on Monday.
They must have received at least one dose of a vaccine by September 27, he said in a statement.
"
GeBBS Healthcare acquires Aviacode Medical Coding,1021,"MUMBAI: GeBBS Healthcare Solutions, a provider of technology-enabled revenue cycle management and risk adjustment, announced the acquisition of Aviacode Medical Coding & Coding Audit Services. Aviacode, is a US based company, with a footprint in Hyderabad in the Health Information Management (HIM) space.
GeBBS, a ChrysCapital portfolio company, is currently 9000 people strong with a global footprint and delivery centers across US, Philippines and India.

With this acquisition GeBBS will further consolidate its position as a leader in the RCM/HIM space. This acquisition is part of the GeBBS’ growth strategy, supported by the company’s investors, ChrysCapital. The combined strength will be 9000 people with 2000+ AAPC/AHIMA certified coders and 60+ specialties.
“We continue to see strong market demand for our solutions as the challenging environment due to the pandemic has led providers to appreciate the value GeBBS can deliver as a strategic partner.” said Nitin Thakor, executive chairman, GeBBS Healthcare.
"
Mobile vax drive in rural areas in Trichy,358,"Trichy: Omega Healthcare Management Services has partnered with the government of Tamil Nadu and Kauvery Hospital Heartcity to conduct a free mobile vaccination drive for the underprivileged in the rural parts of Trichy district. Launched at the Kauvery hospital in Trichy on Monday, the programme intends to vaccinate 2,000 people through their mobile unit."
States that had a grip on Covid now seeing a crush of cases,4404,"The Covid-19 surge that is sending hospitalizations to all-time highs in parts of the South is also clobbering states like Hawaii and Oregon that were once seen as pandemic success stories.
After months in which they kept cases and hospitalizations at manageable levels, they are watching progress slip away as record numbers of patients overwhelm bone-tired health care workers.

Oregon - like Florida, Arkansas and Louisiana in recent days - has more people in the hospital with Covid-19 than at any other point in the pandemic. Hawaii is about to reach that mark, too.
This, despite both states having vaccination levels higher than the national average as of last week. Arkansas and Louisiana were significantly below average, while Florida was about even.

""It's heartbreaking. People are exhausted. You can see it in their eyes,"" said Dr. Jason Kuhl, chief medical officer at Oregon's Providence Medford Medical Center, where patients are left on gurneys in hallways, their monitoring machines beeping away.
In other developments, the Food and Drug Administration is expected to authorize Covid-19 booster shots for certain people with weakened immune systems, such as cancer patients and organ transplant recipients, to give them an extra dose of protection.
The US is seeing the virus storming back, driven by a combination of the highly contagious delta variant and lagging vaccination rates, especially in the South and other rural and conservative parts of the country.
New cases nationwide are averaging about 123,000 per day, a level last seen in early February, and deaths are running at over 500 a day, turning the clock back to May.
For the most part during the pandemic, Hawaii enjoyed one of the lowest infection and death rates in the nation. In recent days, though, it reported record highs of more than 600 new virus cases daily.
On its worst day in 2020, Hawaii had 291 patients hospitalized with the coronavirus. Officials expect to hit 300 by the end of this week.
Despite the promising demand for Covid-19 shots early on, it took three weeks - much longer than expected - to get from 50% to 60% of the vaccine-eligible population fully vaccinated. Vaccinations have since plateaued. Nationally, the rate is about 59%.
The biggest hospital on Hawaii's Big Island is feeling the pressure. Out of 128 acute beds, 116 were taken Wednesday at Hilo Medical Center, and the hospital's 11 intensive care unit beds are almost always full these days, spokeswoman Elena Cabatu said.
""If someone out there has a heart attack or a sepsis or gets into a bad accident that requires intensive care, we will have to hold that person in the emergency department,"" Cabatu said.
""I'm surprised we landed here,"" she lamented. ""The hope during the mass vax clinics was just so high.""
Hilton Raethel, president and CEO of the Healthcare Association of Hawaii, disputed any notion that the rebound in tourism in Hawaii is largely to blame.
""The tourists have been a source for infection, but they've never been the predominant source of infection,"" Raethel said. ""There's a lot more concern about people from Hawaii, residents who go to the South, go to Vegas, to other places, and they come back and spread it.""
In Oregon, gov Kate Brown announced this week that nearly everyone will have to wear masks again in indoor public spaces, regardless of their vaccination status.
For the second straight day Wednesday, the state reported a record number of hospitalized Covid-19 patients - 665. The previous peak of 622 came during a November surge, before the vaccine became available. ICU beds across the state are about 90% full.
Throughout the pandemic, health officials have described Oregon as a success story, largely because of its tight restrictions, which were lifted at the end of June.
Meanwhile, White House coronavirus coordinator Jeff Zients said more people are getting vaccinated in states with the highest infection rates, including Arkansas, Louisiana, Alabama and Mississippi.
""We're getting more shots in the arms in the places that need them in the most. That's what it's going to take to end this pandemic,"" he said.
In Florida, where Republican gov Ron DeSantis has steadfastly blocked mandatory mask-wearing, some emergency rooms are so overcrowded that doctors are sending patients home with oxygen and small, portable oxygen-monitoring devices to free up beds for sicker patients.
"
How to avoid an eye infection this monsoon,0,
Odisha's Covid helpline number flooded with prank calls,2319,"BHUBANESWAR: The state’s Covid helpline number, 104, continues to be flooded with prank calls of obscene nature made by unknown callers. Ziqitza Healthcare Limited (ZHL), which operates the health help desk, recently lodged a fresh complaint with the Saheed Nagar police here, seeking action against the pranksters.
“We had first drawn the attention of the commissionerate police to the issue in April last year. However, the problem still persists. Mischief-mongers continue to trouble our call centre executives. Their mischievous conduct has been demotivating our employees. We have lodged another complaint with the police,” ZHL’s senior vice president Sabyasachi Biswal said.

Apart from handling Covid-related queries, the ZHL’s centralized call centre here also attends to calls for ambulance services, including those for pregnant women and infants. The ZHL receives around 30,000-35,000 calls every day.
According to the dial-104 service operator, at least 10% of the total calls are fake and vulgar in nature. In the latest complaint, the company has shared 30 phone numbers, whose callers spoke in obscene language with the women staff of the call centre between January 1 and May 31 this year.

“We received fake and vulgar calls from a phone number (7205789242) 492 times at regular intervals. A person called from 9078397730 no less than 201 times. Callers from altogether 30 phone numbers made frequent calls. We have shared all these numbers with the police,” Biswal said.
The unknown callers insisted on the women call receivers sharing their personal numbers for chat, asked them to recharge their mobile phones, invited them for lunch and dinner. They hurled abuses when the women call centre executives warned them of police action.
“We not only feel irritated, but are also worried for those genuine and distressed callers, who are forced to wait in queues for several minutes because of such stupid calls,” a woman staff said.
The police, which have not arrested a single prankster since last year, said efforts are on to identify the accused.
“We appeal to people to not make such fake and unnecessary calls to the state health helpline number. We are trying to ascertain the identities of the unknown callers by tracing their mobile phones,” deputy commissioner of police Uma Shankar Dash said.
"
Bhagalpur to get trauma centre,1247,"BHAGALPUR: With an aim to provide emergency healthcare for emergency resuscitation, surgery, intensive care and other medical facilities to patients suffering from serious injuries, the Sadar hospital here is endeavouring to establish a ‘trauma centre’ soon.
It would be of level-III, to be equipped and staffed to provide emergency medicare to patients suffering from various traumatic injuries, including accidents and vehicle collisions.

Bhagalpur civil surgeon (CS) Dr Umesh Sharma, when contacted, said efforts were on and a trauma centre at Sadar hospital would start functioning very soon. He said steps were being taken for adding medical infrastructure besides capacity building for the trauma centre.
“We will need three orthopaedic surgeons, medical experts trained in treating patients under medical emergencies, anaesthetics, operation theatre assistants and nursing and paramedical staff for 24 hours monitoring of patients suffering from traumatic injuries. We will also need oxygen-beds, advance life support ambulance service, blood of different groups, Dr Sharma said and added that the trauma centre would be of level-III in order to provide initial evaluation and stabilization (surgically, if needed) to the trauma patients.
"
Karnataka medical practitioners keen on booster doses,3652,"BENGALURU: Medical practitioners, who were the first in the state to get inoculated when the vaccination drive against Covid-19 began on January 16 this year, are keen on taking a third dose, making ‘booster dose’ a buzzword among healthcare workers.
Many doctors TOI spoke with say that with a third wave of infections imminent, a booster shot is now inevitable especially since they work in areas where the viral load is high and are highly vulnerable to infection. Some healthcare workers have quietly taken a shot of Covaxin after being fully vaccinated with two doses of Covishield, but most are waiting for WHO guidelines and government of India directives on the issue.

However, while discussion on the subject among healthcare workers is growing, there are some who are apprehensive about taking a booster dose, says Dr Smitha S Segu, nodal officer for Covid management at Bangalore Medical College and Research Institute (BMCRI).
“Most vaccines that we took from childhood had booster doses,” said Dr Segu. “Covid too may need a booster dose. Everyone is waiting for a directive from WHO and the government. We still don’t know about the efficacy of the vaccines against new variants and there have been cases of breakthrough infections.”

Dr HS Sudarshan Ballal, member, Covid expert committee, said a booster dose is desirable but must be based on government directives, while Dr Meghana Reddy, obstetrician and gynaecologist, Children’s Hospital, Marathahalli, said the vaccine is protecting healthcare workers in high viral load areas.
“During the second wave, our hospital alone treated 300 pregnant women. Of them, at least 100 had an active Covid infection. While we helped them deliver their babies, we were not infected. Could PPE alone have protected us? It must have been the vaccines which helped,” said Dr Reddy.
But some say the necessity of a third dose must be based on evidence of fewer antibodies after being fully inoculated. Dr Sujay Prasad, medical director, Neuberg Diagnostics, said that if Covid antibodies are less than 100 binding antibody units per ml (BAU/ml), then a booster dose is advised. “If it is more than 400 units, then there is no need to take a booster dose,” he said.
Dr Prasad added: “Immunity from natural infection is much better than vaccination-induced immunity. For every 20 people who were symptomatic and who tested positive for Covid, there are 80 people who were exposed to the virus but were asymptomatic.”
Many of those who have already taken a booster dose, have chosen Covaxin after taking two doses of Covishield. In a recent study, ICMR, said doses of two different vaccines provoked a superior immune response than two doses of the same vaccine. Researchers studied 18 of 20 individuals who were mistakenly given Covishield for the second dose after they had taken Covaxin for the first in Uttar Pradesh in April-May this year. The individuals’ blood samples were analysed at different stages for 60 to 70 days after vaccination.
However, a senior member of Private Hospitals and Nursing homes Association (PHANA) said if healthcare workers take booster doses, they would be depriving those who haven’t even got one dose of much needed protection. “We need to focus currently on ensuring that all healthcare workers are fully vaccinated,” the doctor said.
As on July 31, 1.2 lakh healthcare workers were yet to be vaccinated and nearly 2.5 were partially vaccinated, health and family welfare department data shows. When contacted, Dr Arundhathi Chandrashekar, mission director, National Health Mission, said there is no move as of now to provide booster doses for healthcare workers.
"
Odisha Covid-19 helpline number flooded with prank calls,2319,"BHUBANESWAR: The state’s Covid helpline number, 104, continues to be flooded with prank calls of obscene nature made by unknown callers. Ziqitza Healthcare Limited (ZHL), which operates the health help desk, recently lodged a fresh complaint with the Saheed Nagar police here, seeking action against the pranksters.
“We had first drawn the attention of the commissionerate police to the issue in April last year. However, the problem still persists. Mischief-mongers continue to trouble our call centre executives. Their mischievous conduct has been demotivating our employees. We have lodged another complaint with the police,” ZHL’s senior vice president Sabyasachi Biswal said.

Apart from handling Covid-related queries, the ZHL’s centralized call centre here also attends to calls for ambulance services, including those for pregnant women and infants. The ZHL receives around 30,000-35,000 calls every day.
According to the dial-104 service operator, at least 10% of the total calls are fake and vulgar in nature. In the latest complaint, the company has shared 30 phone numbers, whose callers spoke in obscene language with the women staff of the call centre between January 1 and May 31 this year.

“We received fake and vulgar calls from a phone number (7205789242) 492 times at regular intervals. A person called from 9078397730 no less than 201 times. Callers from altogether 30 phone numbers made frequent calls. We have shared all these numbers with the police,” Biswal said.
The unknown callers insisted on the women call receivers sharing their personal numbers for chat, asked them to recharge their mobile phones, invited them for lunch and dinner. They hurled abuses when the women call centre executives warned them of police action.
“We not only feel irritated, but are also worried for those genuine and distressed callers, who are forced to wait in queues for several minutes because of such stupid calls,” a woman staff said.
The police, which have not arrested a single prankster since last year, said efforts are on to identify the accused.
“We appeal to people to not make such fake and unnecessary calls to the state health helpline number. We are trying to ascertain the identities of the unknown callers by tracing their mobile phones,” deputy commissioner of police Uma Shankar Dash said.
"
Hinduja arm sells healthcare business to PE Baring for $1.2bn,1423,"BENGALURU: Hinduja Global Solutions (HGS) said it will sell its healthcare services business to PE firm Baring Private Equity Asia for $1.2 billion.
The business, which reported Rs 861 crore in revenue in the first quarter and contributed 56% to the top line, supports payers, providers, laboratories, durable medical equipment firms and pharmaceutical companies. The services cover the entire lifecycle of a payer including member acquisition, enrollment & billing, benefit setup and claims adjudication.

The healthcare business has more than 20,000 employees across India, the Philippines, the US and Jamaica and had revenues of about $400 million last fiscal. After the transaction, HGS will transfer all client contracts, employees, and assets, including infrastructure related to the business, to Baring.
“Our healthcare services business has steadily grown over the years. We reached a stage where we could recommend to the promoters to divest stake in this business to unlock value for all HGS stakeholders,” HGS global CEO Partha DeSarkar said. Proceeds from the sale will be ploughed back into HGS for future growth as the company will continue to expand its consumer engagement solutions (CES), HGS Digital, and HRO/ payroll businesses that support other firms across its nine verticals.

For the year ended March 31, HGS had overall revenues of $753 million, out of which 53% came from the healthcare vertical.
"
HGS to sell healthcare business to PE firm Baring for $1.2 billion,2016,"BENGALURU: Hinduja Global Solutions (HGS) said it will sell its healthcare services business to PE firm Baring Private Equity Asia for $1.2 billion to unlock value for its shareholders.
The business, which reported Rs 861 crore in revenue in the first quarter and contributed 56% to the topline, supports payer, providers, laboratories, durable medical equipment firms and pharmaceutical companies. The services cover the entire lifecycle of a payer including member acquisition, enrollment & billing, benefit set-up and claims adjudication.

The healthcare business has more than 20,000 employees across India, the Philippines, USA and Jamaica and had revenues of about $400 million last fiscal. Post the transaction, HGS will transfer all client contracts, employees, and assets, including infrastructure related to the business to Baring.
“Our healthcare services business has steadily grown over the years. We reached a stage where we could recommend to promoter to divest stake in this business to unlock value for all HGS stakeholders,” Partha DeSarkar, global CEO of HGS.

Proceeds from the sale will be ploughed back into HGS for future growth as the company will continue to expand its Consumer Engagement Solutions (CES), HGS Digital and HRO/ Payroll businesses that support other firms across its nine verticals.
For the year ended March 31, HGS had revenues of $753 million, out of which 53% came from the healthcare vertical. The healthcare vertical is US-focused, has 35-plus clients and 24,000 employees across 34 locations in five countries, according to a presentation by HGS earlier this year.
“We have been investing in the Technology Services sector for more than two decades and have long-admired HGS as a leading specialist Healthcare Services provider,” said Jimmy Mahtani, MD of Baring Asia.
Separately, HGS also reported its first quarter results where revenue was up 25% to Rs 1,505 crore while profit more than doubled to Rs 117 crore. Healthcare business contributed 55% or Rs 861 crore.
"
Puducherry sees 63 fresh Covid cases,514,"PUDUCHERRY: The Union territory of Puducherry reported 63 fresh Covid-19 cases even as 78 patients recovered in the last 24 hours ending at 10am on Monday bringing down the number of cases to 832. Of them, 652 are under home isolation.
Puducherry headquarters reported the maximum fresh cases with 44 followed by Mahe (10), Karaikal (8) and Yanam (1). The territory did not report any Covid-19 deaths.
Healthcare authorities have so far administered 7.38 lakh doses of Covid-19 vaccine, including the second dose.
"
"Pune: Vaccine exchange plan lets private hospitals lend excess stock, get fresh doses in return",3157,"PUNE: The district authorities have now suggested a voluntary Covid vaccine “exchange programme” which lets private hospitals give their excess stock of doses to officials and get fresh vials in return.
Officials said if private hospitals agree to participate in the programme, it can can kick off immediately. They said the hospitals can expect to start receiving fresh doses from September 1. The units will also be given a certificate that acknowledges receipt of stock.


TIMESVIEW

This is a win-win situation for the district administration and private hospitals. It's also a solution that can be replicated in other cities, where private hospitals have vaccine doses in stock but very few takers. This will ensure zero wastage of a precious resource that's currently in short supply. All stakeholders involved in this exchange should ensure it works out. The state government, too, should quickly lay down guidelines and approve the plan as soon as possible.


Many private hospitals, due to a dip in turnout for paid jabs, currently have substantial reserves of Covid vaccines (mainly Covishield). Officials said the exchange programme would tap this unused stock and divert it immediately to civic centres before they expire. The private units will be given fresh stock in return. It’s a free initiative; the private hospitals will not be charged any money, officials said.

Pune zilla parishad CEO Ayush Prasad, who is supporting the programme, said the plan will help regions that need immediate supply of vaccines boost coverage.
Pvt hosps can exchange excess stock for fresh doses
Prasad said, “We are making a genuine request to private Covid vaccination centres (CVCs) to provide their excess doses to the district administration so that our special and routine vaccination drives can be expedited. There is no money involved and it’s all about helping each other. Such a transaction has been done before. A few months ago, Pune borrowed vaccines from Solapur district officials. This time, it will be from private CVCs.”
Prasad estimated that private CVCs currently have more than 4.61 lakh doses in their reserves. It’s a quantity that could prove invaluable for the district, which now has thousands of people fast approaching the due date for a second jab.
Sachin Edake, district immunisation officer with the zilla parishad, said the details of the exchange programme are being worked out and guidelines will soon be sought from the state government.
“We'll start contacting the private CVCs once we get a go-ahead from the state government,"" he said.
Healthcare experts, however, said the district administration will have to convince private units that the initiative will not lead to loss of money or doses.
Sanjay Patil, chairman of the Indian Medical Association’s Hospital Board of India, said since the programme essentially involves borrowing of doses, private units may need some guarantees in return.
He said, ""If the district has not been getting a consistent supply of doses, where's the guarantee that there will be good supply in the future? If the situation continues, the purchases by private hospitals will be at risk.""
"
Tokyo Olympics 2020: Gulf-based Indian businessman announces Rs 1 Crore award to PR Sreejesh,907,"THIRUVANANTHAPURAM: A Gulf-based Indian businessman on Monday announced Rs 1 crore cash award to hockey goalkeeper PR Sreejesh who emerged as one of the stars of the Indian men's hockey team's historic bronze medal win in the Tokyo Olympics.
""Goalkeeper PR Sreejesh played a crucial role in helping the Indian hockey team secure bronze at the Olympics. We acknowledge his contributions and are pleased to announce a cash reward of Rs. 1 crore for him"", said Dr Shamsheer Vayalil, Chairman and Managing Director of VPS Healthcare, in a tweet.



The Indian hockey team rewrote history in the Tokyo Olympics as it claimed an Olympic medal after 41 years, defeating a plucky Germany 5-4 to win the bronze in an edge- of-the-seat play-off match held on August 5.

Leading 5-4, India conceded a penalty corner six seconds from the final hooter, but Sreejesh and the defence once again came to the side's rescue.
"
NRI entrepreneur Dr. Shamsheer Vayalil announces 1 crore reward for hockey star Sreejesh,0,
