Title,Len,Content
"As Cisco joins the net-zero party, how do we move from pledge to practice?",659,"Good morning. Barely a day goes by without another big company ratcheting up its commitments to fighting climate change. Today’s example is Cisco. It now plans to reach net zero for all “Scope 1” and “Scope 2” emissions—those directly within its control—by 2025. And it will hit net zero across its entire value chain by 2040. Are all these corporate commitments real? We still suffer from a mind-numbing proliferation of metrics, a lack of clear standards, and a tendency by some to make promises on behalf of future executives that they won’t be around to meet. Business is certainly stepping up its rhetoric. But that rhetoric needs to translate to action."
"As Cisco joins the net-zero party, how do we move from pledge to practice?",659,"Good morning. Barely a day goes by without another big company ratcheting up its commitments to fighting climate change. Today’s example is Cisco. It now plans to reach net zero for all “Scope 1” and “Scope 2” emissions—those directly within its control—by 2025. And it will hit net zero across its entire value chain by 2040. Are all these corporate commitments real? We still suffer from a mind-numbing proliferation of metrics, a lack of clear standards, and a tendency by some to make promises on behalf of future executives that they won’t be around to meet. Business is certainly stepping up its rhetoric. But that rhetoric needs to translate to action."
"20 years after 9/11, first responders are still sick, dying, and underpaid",919,"Good evening, readers. There's a simple fact that's been gnawing at me as the nation observes the 20th anniversary of the 9/11 terrorist attacks this Saturday: Nearly eight times as many first responders have died since that seismic day as the 412 who were slain during the attacks themselves, according to an examination of the World Trade Center Health Program (WTCHP) and health records. It's a figure that surpasses the nearly 3,000-person death toll on the day of the attacks. ""A total of 80,745 responders were enrolled in the WTCHP as of March 2021: 62,773 were classified as general responders; 17,023 were Fire Department of New York (FDNY) responders; and 989 were Pentagon and Shanksville responders,"" wrote researchers from Western Australia's Edith Cowan University School of Medical and Health Sciences in a new report published last week. ""Of the total responders in the program, 3,439 are now deceased."""
"Vaccine mandates pick up steam, but few employers say they’ll fire violators",4213,"Vaccine mandates are picking up momentum in the U.S. Nearly half of companies are requiring or considering mandating COVID-19 vaccination for employees, and President Biden is set to announce Thursday that federal employees and contractors will need to be vaccinated. The President was also expected to go further, reportedly planning an executive order that would instruct all businesses with 100 or more workers to require their employees to either get vaccinated or face mandatory testing. But new poll results suggest that employers so far have been cautious about enforcing such mandates. About 14% of employers are already requiring vaccines among all of their workers, while 29% are considering implementing a companywide mandate, according to a survey of nearly 600 employers that global professional services firm Aon fielded Aug. 17–24. About 22% of companies report requiring vaccines for on-site employees. That’s up significantly from the roughly 7% of companies that Aon found were planning vaccine mandates back in the spring.  “You're seeing a great deal of alignment across many sectors of the economy where employers have spoken up, basically in tandem with the U.S. government, saying they are much more comfortable mandating these vaccines,” Neal Mills, chief medical officer at Aon, tells Fortune.  Yet despite a rise in vaccine mandates, corporations lack universal enforcement of those requirements. Nearly half of employers, 48%, report that they allow for religious exemptions, and 47% allow exemptions for health reasons.  Even fewer companies are willing to terminate employees over these policies. Only about 7% of companies reported they would fire an employee who refused to get a COVID-19 vaccine. That percentage increased, however, among companies in industries that traditionally demand in-person work—although the majority still responded they would not terminate workers. In health care, for example, about 34% of employers say they would terminate an employee for refusing to get a vaccine, although the survey’s sample size in that industry was small.  Balancing the need to keep workers safe against providing flexibility and accommodations is “extraordinarily difficult” for companies right now, Mills says. Instead, many employers are relying on alternatives to a vaccine mandate. In fact, 43% of companies considered implementing vaccine mandates and opted against them, Aon’s survey found.  Overall, companies are employing diverse methods to handle unvaccinated workers. About 38% report they are extending available remote work options, while 20% are requiring periodic negative COVID-19 tests from unvaccinated employees. Nearly one in five companies are opting to limit the activities that unvaccinated employees can participate in on-site.  “Employers have had to revisit what they are going to do for those that are not willing to get the vaccine,” Mills says, but he adds that these alternatives are not always easy to execute. He points out that companies looking to implement testing regimes, for example, are running into issues sourcing supplies right now.  Companies can also employ safety protocols such as mask mandates and social distancing. Just over a third of employers reported requiring workers to wear masks and adhere to social distancing while on-site. “There are still more tools at employers’ disposal that they can use,” Mills says.  Beyond implementing safety protocols in the workplace, Mills says employers need to pay attention to COVID rates in their communities, especially local hospitalization rates. If a company brings everybody back to work in-person and a portion of its workforce is unvaccinated, company leaders need to assess whether there are enough beds at local hospitals if an outbreak takes place.  Over the next few weeks and months, Mills notes, companies will continue to evaluate and reevaluate their position on vaccine mandates. “There's a great deal of momentum toward more employers revisiting the decision and deciding that because [a mandate] could greatly minimize disruptions than that is a more appealing choice now,” he said. “There's still a lot on the table employers have to consider and work through here.”"
FDA delays decision on whether Juul can remain on the market,5105,"Federal health officials on Thursday delayed a high-stakes decision on whether to permit bestselling vaping brand Juul to stay on the market, while banning the sale of thousands of other electronic cigarettes. The Food and Drug Administration said it rejected applications for nearly 950,000 e-cigarettes and related products, mainly due to their potential appeal to underage teens. Some of the products are currently being sold while many others were only proposed by manufacturers. But the agency didn't rule on Juul, the most popular brand with adult smokers and many teens. Parents, politicians and anti-tobacco advocates have pressured the FDA for years to ban Juul's high-nicotine devices, which many blame for the recent spike in underage vaping. But the agency said it would need more time to rule on that company's products. “There’s more work to be done to complete our remaining reviews and ensure that we continue taking appropriate action to protect our nation’s youth from the dangers of all tobacco products, including e-cigarettes,” the agency said in a statement. The agency noted 80% of teens and children who vape use flavored products. Thursday’s action is part of a sweeping review by the FDA to bring scientific scrutiny to the multibillion-dollar vaping industry after years of regulatory delays. The agency has yet to authorize any vaping product as a less harmful option for smokers. The FDA faced a court deadline Thursday to issue decisions on marketing applications from Juul and hundreds of other companies. The date was set by a federal judge after anti-tobacco groups successfully sued the FDA to speed up its review. To stay on the market, companies must show that their e-cigarettes benefit public health. In practice, that means proving that adult smokers who use the products are likely to quit or reduce their smoking, while teens are unlikely to get hooked on them. FDA regulators previously said they would prioritize Juul and a handful of other key players, but none were included in the agency's announcement. The delay was immediately panned by anti-vaping groups. “This is an outrageous move by FDA,” said Meredith Berkman, co-founder of Parents Against Vaping E-cigarettes. “Millions of families whose kids’ lives have been upended by the youth vaping epidemic created by Juul have waited long enough for action.” E-cigarettes first appeared in the U.S. more than a decade ago with the promise of providing smokers with a less harmful alternative to smoking traditional tobacco cigarettes. The devices heat a nicotine solution into a vapor that’s inhaled. But there has been little rigorous study of whether the e-cigarettes truly help smokers quit. And efforts by the FDA to begin vetting vaping products and their claims were repeatedly slowed by industry lobbying and competing political interests. Today, the vaping market includes hundreds of companies selling an array of devices and nicotine solutions in various flavors and strengths. But the vast majority of the market is controlled by a few companies including Juul Labs Inc.—which is partially owned by tobacco giant Altria—and Vuse, part of cigarette maker R.J. Reynolds. Juul accounts for nearly half of the $4 billion U.S. market but sales have fallen sharply from when the company controlled more than 75%. In 2019, the company was pressured into halting all advertising and pulling all of its flavors except for menthol and tobacco. The FDA received applications for more than 6 million vaping products. The agency said Thursday it has taken action on 93% of those applications, including for 4.5 million products that were immediately rejected because they were missing key information. It is still reviewing a smaller number of applications for other non-traditional tobacco products like hookahs, pipes and mini cigars. Those products weren’t covered by the original 2009 law that first gave the FDA authority to oversee some parts of the industry, including the review of new products. Also awaiting review: larger vaping devices with refillable tanks that are mainly popular with adults and sell at specialty vape shops. The vaping issue took on new urgency in 2018 when Juul’s high-nicotine, fruity-flavored cartridges became a nationwide craze among middle and high school students, leading the FDA to declare an “epidemic” of underage vaping. Last year, the FDA limited flavors in those small vaping devices to just tobacco and menthol, and teen vaping dropped. But the question of whether e-cigarettes should be sold at all remained. Most experts agree the chemicals contained in e-cigarette vapor are less harmful than tobacco smoke, which contains thousands of cancer-causing chemicals. But there’s been little hard data that smokers who start vaping actually stay off of cigarettes. Surveys show that many people wind up using both. FDA regulators warned companies for years they would have to submit rigorous, long-term data showing a clear benefit for smokers who switch to vaping. But virtually all e-cigarette makers have resisted that kind of expensive, time-consuming research."
Microsoft postpones return-to-office plans indefinitely as Delta variant surges,2368,"Microsoft Corp. is scrapping plans to fully reopen offices by Oct. 4, saying it can no longer give a date for returning to work because the pandemic is too unpredictable.  “Given the uncertainty of COVID-19, we’ve decided against attempting to forecast a new date for a full reopening of our U.S. work sites in favor of opening U.S. work sites as soon as we’re able to do so safely based on public health guidance,” the Redmond, Washington-based software maker said in a blog post Thursday. “From there, we’ll communicate a 30-day transition period that provides time for employees to prepare.” The strategy is similar to one adopted by fellow tech giant Apple Inc., which has delayed its own return-to-office plans multiple times. It has told employees it will give them a one-month warning on a return deadline as it copes with COVID-19’s Delta variant, which has led to a resurgence in cases. In another nod to pandemic realities, Microsoft’s LinkedIn professional-networking site will make it easier for job seekers to find remote and hybrid roles. New options will let users filter out roles in traditional offices or find workplaces that offer a mix, according to the blog post. And LinkedIn plans to make it easier to find out about companies’ vaccination requirements.  The COVID-19 pandemic has led employees to rethink how, where and why they want to work—a shift LinkedIn is calling “the great reshuffle.” Jobs listed on LinkedIn’s site as “remote” continue to increase, with such postings jumping more than 8.5 times since the start of the pandemic to 16% of the total in August. But in-person work isn’t going away, the company said. Microsoft’s rank-and-file employees plan to eventually work from offices more frequently than managers expected, according to an internal survey. Eight percent of non-managerial employees said they’re looking to be in the office every day, compared with manager expectations for only 1%. Nearly half of Microsoft employees plan to come in to the office three to four times a week, the survey found. That’s well above the 28% that managers expected. Still, the results showed that bosses generally plan to log more time in-person than their employees do. In a twist, employees who would prefer staying home and staffers who want to go back to the office both gave the same reason: They felt it was easier to focus on work."
White House unveils plan to lower prescription drug prices,1994,"The Biden administration has unveiled its road map to lower the cost of prescription drugs. Health and Human Services Secretary Xavier Becerra introduced the 29-page plan Thursday morning—which centers on legislation that would allow the government to negotiate prices of the most expensive drugs, then pass along those savings to private insurance companies. Currently, there are legal blockades to federal officials doing so. The plan also calls for a reduction in the number of regulatory barriers required to get a drug approved by the Food and Drug Administration. It would boost competition among drugmakers by shortening exclusivity periods and speeding the entry of generic competitors. “Lifesaving prescription medication should not cost anyone their life savings,” said Becerra in a statement. “Yet too often, many low-income families cannot take their prescription medications because of cost concerns…By promoting negotiation, competition, and innovation in the health care industry, we will ensure cost fairness and protect access to care.” Americans, according to the plan, spend an average of over $1,500 per person on prescription drugs, paying much more than comparable nations. Because the cost of those medications is rising so fast, many people do not take them as prescribed. The plan also calls for a cap on catastrophic spending to protect beneficiaries from unaffordable out-of-pocket costs. And it would prohibit “pay-for-delay” agreements between drugmakers, which result in delays to generic versions for brand-name drugs. Lowering prescription drug costs has been a priority for both political parties. Former President Donald Trump stated that he hoped to make it a priority of his administration before the COVID-19 crisis hit. Given the longevity and severity of the pandemic, Biden’s proposal is likely to receive a bigger push. (Many states are attempting to pass their own regulations separately.) Big Pharma, however, has been resistant to previous proposals."
Biden toughens up on vaccine mandate for federal workers,2853,"President Joe Biden on Thursday is toughening COVID-19 vaccine requirements for federal workers and contractors as he aims to boost vaccinations and curb the surging Delta variant that is killing thousands each week and jeopardizing the nation’s economic recovery. Just weeks after he mandated federal workers get a shot or face rigorous testing and masking protocols, Biden has signed an new executive order to require vaccination for employees of the executive branch and contractors that do business with the federal government, according to a person familiar with the matter. The step comes ahead of the president's speech Thursday afternoon outlining a six-pronged plan to address the latest rise in coronavirus cases and the stagnating pace of COVID-19 shots. It wasn't immediately clear if Biden's order includes exceptions for workers or contractors seeking religious or medical exemptions from vaccination. The person spoke on the condition of anonymity to discuss Biden's plans before they were publicly released. Biden is also expected to outline plans to increase virus testing in schools, in an effort to keep them open safely, amid other measures to show that his administration working to tackle the alarming rise in COVID-19 cases, which Biden has blamed for last month's weaker-than-expected jobs report. He's warned could further imperil the nation's economy as some pandemic safety net protections are expiring. Biden has encouraged COVID-19 vaccine requirements in settings likes schools, workplaces and university campuses, and the White House hopes the strengthened federal mandate will inspire more businesses to follow suit. More than 208 million Americans have received at least one dose of a COVID-19 vaccine and 177 million are fully vaccinated, but confirmed cases of the virus have shot up in recent weeks to an average of about 140,000 per day with on average about 1,000 Americans dying from the virus daily, according to data from the Centers for Disease Control and Prevention. Most of the spread—and the vast majority of severe illness and death—is occurring among those not yet fully vaccinated against the virus. So-called breakthrough infections in vaccinated people occur, but tend to be far less dangerous. Federal officials are moving ahead with plans to begin administering booster shots of the mRNA vaccines to bolster protection against the more transmissible Delta variant of the virus. Last month Biden announced plans to make them available beginning on Sept. 20, but only the Pfizer vaccine will likely have received regulatory approval for a third dose by that time. Federal regulators are seeking additional data from Moderna that will likely delay its booster approval until October. Officials are aiming to administer the booster shots about eight months after the second dose of the two-dose vaccines."
The rationales for and against a third dose of the COVID-19 vaccine,6228,"To booster or not to booster, that is the question facing U.S. public health experts. Last month, the Biden administration announced that all Americans would have access to an additional vaccine dose for COVID-19 by the end of the month. But the declaration was premature, and the CDC and FDA have since split with the White House, saying they need more data before making the decision. (Both agencies still recommend that people who are immunocompromised get a booster shot.) The question comes as evidence mounts that vaccine effectiveness does wane over time. Studies have shown that antibody levels gradually decline after vaccination, and lower antibody levels are associated with a higher risk of breakthrough infection. Research from the U.S., the U.K., and Israel all show an increase in breakthroughs the more time has passed since vaccination—although the Delta variant, which is more likely to evade antibodies, also played a role in the rise in cases among vaccinated people this summer. In Israel, the only country to roll out a mass booster initiative for everyone over the age of 12, two recent preprint papers—which have not yet been peer reviewed—show that a third dose of the Pfizer vaccine raises antibody levels and improves protection against infection. Backing up the research, the country appears to have turned the corner on its third wave, and case rates have dropped for the past two weeks. As Delta continues to wreak havoc in the U.S., boosting people’s immunity with a third shot seems like an easy solution. But the reality is more complicated. For one thing, while vaccine protection against infection declines over time, by some estimates bottoming out around 50%, protection against hospitalization and death remains high, dipping only slightly from an average of 95% to 85%. Hospital data from the U.S. and Israel bear this out, where the vast majority of beds are taken up by people who are still unvaccinated. “I think some people, when they hear waning immunity, they think, ‘Oh no, after five or six months, I no longer have any immune protection. The vaccine doesn't work at all.’ But the data doesn’t say that,” says Jeffrey Morris, a professor of biostatistics at the University of Pennsylvania. “The waning immune protection doesn’t mean it’s gone, it just means that it’s decreased, especially against infection. And when we look against severe disease and hospitalization, we don’t really see much waning there at all.” As a result, one ongoing debate is whether everyone should get a third dose or only the groups that have the highest risk. An argument in favor of booster shots for all is that, in many ways, immunity is a numbers game. Even if the statistical likelihood of developing severe disease is small, the more people who are infected overall, the more hospitalizations and deaths there will be. By increasing protection against infection during a surge, you will stop the spread of the virus, and in turn limit the number of people with serious illness. That was the rationale in Israel, where a surge in cases this summer overwhelmed hospitals despite a high vaccination rate. In response, the Israeli Ministry of Health all but mandated a third dose of the Pfizer vaccine for everyone who was eligible—if you didn’t get your booster shot, your vaccine passport expired. “Israel has been kind of in a crisis with a runaway case burden, which is only now starting to get under control, so they pulled out all the stops,” says Eric Topol, director of the Scripps Research Translational Institute. “We know that if you’re at any age, if you’re vaccinated and you get a breakthrough, you still can transmit to others. The chances are much less than if you were unvaccinated, but to break the chain, they pulled out all the stops. The question is, would we benefit in the U.S. by doing that? And that’s an unknown.” Instead of offering booster shots to all Americans, Topol suggests limiting eligibility to those who would benefit the most: people who are immunocompromised, over the age of 60, or frontline health care workers. “I think the booster case is very solid now for people over age 60…and you can also make a pretty strong case for health care workers because they need to be taking care of the sick,” he says. “After that, we don’t really have data yet…but there’s going to be a lesser net benefit of the boosters, most likely, as we go down in age.” Yair Lewis, an Israeli physician and former member of the country’s COVID-19 advisory team, agrees. Instead of boosting everybody’s antibody levels, he says a third dose should only be offered to the most vulnerable. The rest of the population should be protected through nonpharmaceutical interventions, such as masking, frequent testing, and quarantining after exposure to the virus. “I think there was close to a consensus that from the way the surge was going on in Israel, it was really important to vaccinate the high-risk populations,” Lewis says. “I definitely supported that. Then there came the issue. ‘Okay, so are we going to boost the entire population?’ And I can speak for myself—I can also tell you that a lot of the colleagues I’ve spoken with think something similar—is that it probably would have been wiser to enforce some sort of light NPI, some nonpharmaceutical interventions.” One reason for restricting booster shots is the ethical argument that the doses should be saved for countries where vaccination rates are much lower. Another is that resources should still be focused on improving uptake among those who remain unvaccinated. Morris, the UPenn biostatistician, worries that requiring a third dose will dissuade people who are on the fence from getting a vaccine because they’ll interpret it as meaning the vaccines aren’t very effective. “To get some benefit from just supercharging a little bit of the immune protection that the previously vaccinated already has is nice, but if it comes at the cost of not being able to get more of the unvaccinated to be protected, it could be a net negative,” he says. “Getting even one dose in an unvaccinated person will reduce transmission and risk of serious disease way more than getting a third dose in a previously [vaccinated] person.”"
United reports big success getting unvaccinated workers to take COVID jab,2837,"United Airlines says that more than half its employees who weren't vaccinated last month have gotten their shots since the company announced that vaccines would be required. The airline's 67,000 U.S.-based employees face a Sept. 27 deadline for getting vaccinated. United said Wednesday, however, that employees whose bids for exemptions based on medical reasons or religious beliefs are denied will get five more weeks to get vaccinated. After that, the airline said, they will face termination or unpaid leave. Kirk Limacher, United's vice president of human resources, made the statement about vaccinations Wednesday in memos to employees that spell out how United will handle requests for exemptions. United declined to say exactly how many employees have recently been vaccinated, what percentage of the workforce is now vaccinated, or how many workers requested an exemption. The airline said it will have enough workers to operate its schedule this fall and into the holidays. The airline said that in most cases, employees who refuse to get vaccinated won't be allowed into the workplace starting Oct. 2. United says requests for medical exemptions will be judged by medical staffers including nurses, while requests for waivers based on religious beliefs will be handled by personnel-office employees. The process for handling workers whose exemptions are approved will vary slightly depending on the employee's job. Workers who routinely come in contact with passengers, such as flight attendants, gate agents and pilots, and whose exemptions are approved will face indefinite unpaid leave starting Oct. 2. They won't be allowed back on the job until the pandemic “meaningfully recedes,” according to one of the memos. Employees who rarely deal with passengers — examples include baggage handlers and mechanics — and whose exemptions are approved will also be put on leave, but only until the airline comes up with a plan for weekly testing and mandatory mask-wearing for them. Headquarters employees whose exemptions are approved will be placed on leave until United decides on safety measures, including whether the person needs to come into the office. In explaining the rules to employees, United cites statistics on the state of the pandemic in the U.S., where new infections are at their highest level since March and “likely to rise into the fall as more people are hospitalized.” Most of the cases, hospitalizations and deaths are occurring among unvaccinated people, the memos said. Chicago-based United has taken the strongest pro-vaccination stance among U.S. airlines. Delta Air Lines says it will levy a $200 monthly surcharge on unvaccinated employees who are covered by the company’s health plan. Others including American Airlines say they will cut off paid leave for unvaccinated workers who contract COVID-19."
What Seventh Generation co-founder Jeffrey Hollender wants to see under stakeholder capitalism,613,"This is the web version of CEO Daily, a daily newsletter of must-read insights from Fortune CEO Alan Murray. Sign up to get it delivered free to your inbox. Good morning. I spoke yesterday with Jeffrey Hollender, co-founder of Seventh Generation, the Vermont-based company that makes eco-friendly cleaning and personal care products and was sold in 2016 to Unilever for $700 million. Hollender now heads the American Sustainable Business Council, whose members include 1,000 of the most progressive companies in the U.S.—Ben and Jerry’s, Patagonia, Eileen Fisher, etc.—and lobbies for policy change in Washington."
Singapore’s COVID reports will now focus on hospitalizations as community cases hit record levels,2368,"Singapore is shifting the focus of its daily reports to hospitalizations to turn attention to its medical capacity alongside plans to manage the virus as endemic, as the country’s daily count of COVID cases in the local community rose to the highest it’s ever been. At 81%, Singapore has the best vaccination rate in the world among countries of more than 1 million people, according to data compiled by Bloomberg. Yet daily cases—the vast majority of which are mild or asymptomatic—are on the rise.  There are signs that Singapore’s mass vaccination is holding down serious cases. While the overall number of daily local cases has doubled in the past week to 347, the number of serious cases requiring supplemental oxygen or intensive care is about the same as last week.  Singapore is changing the way it reports the COVID-19 situation. The Ministry of Health is now leading its daily report with data on serious cases in a shift that focuses attention on its hospital capacity instead of the rising number of cases.  The city-state will no longer report the number of linked and unlinked cases “as this is no longer as relevant as before, given our current strategy of living with COVID-19,” the ministry said in a statement accompanying its daily update, which will also be cut to once instead of twice a day from Thursday.  “We are now in a very different stage of our battle against COVID-19,” the health ministry said. The revamped reports will “reflect the salient issues” such as whether hospital capacity is getting overwhelmed, it said. While the daily report doesn’t list Singapore’s system-wide capacity, previous statements suggest the city-state isn’t anywhere close to its limits. For example, Health Minister Ong Ye Kung in July said as many as 1,000 ICU beds could be made available to COVID-19 patients if needed. Just six are in ICU now. At its peak, in April of 2020, there were as many as 32 people in ICU.  Singapore is also looking to expand its health care capacity beyond critical care. The government has space for more than 5,500 COVID-positive people with mild or no visible symptoms in community care facilities, which is about 2,000 more beds than the total number of people in Singapore who got COVID over the last month. Additionally, the government is piloting a program that would allow some mildly ill patients to recover at home.  "
Parkinson’s disease has no approved treatment. Scientists want to use lab grown mini-brains to change that,2870,"Upwards of 10 million people globally and nearly 1 million in the United States live with Parkinson's disease, which has no approved treatments. The only option for patients is drugs that can keep the degenerative condition in check, rather than tackle its root causes. A group of scientists now wants to upend that dynamic by leveraging lab-grown, human mini-brains to spur Parkinson's research and drug development. In a study first published in the July edition of the journal Annals of Neurology, scientists used these synthetic mini-brains to mimic the activity of a regular human midbrain, which is critical to muscle movement and visual and auditory processing affected by Parkinson's disease. In essence the researchers replicated what an actual human brain would go through if it carried all the risk factors for a certain brain disease, in this case Parkinson's. That's particularly important since drug development for the disease must currently be done using mouse brains, which may produce different results than when using those of humans. For instance, certain biological wear and tear doesn't manifest in a mouse, and a mouse model in Parkinson's R&D may not produce the kinds of biological by-products linked with the disease. ""Re-creating models of Parkinson’s disease in animal models is hard, as these do not show the progressive and selective loss of neurons that produce the neurotransmitter dopamine, a major feature of Parkinson’s disease,"" said Ng Huck Hui of the Agency for Science, Technology and Research's Biomedical Research Council and the study's senior coauthor. The inability to directly access the brain and the complexity of the nervous system are key reasons brain drugs are so hard to create. To wit: The last Parkinson's treatment approved by the Food and Drug Administration (FDA) was Kyowa Kirin's Nourianz in 2019, and that was as a therapy added on to another one that controls symptoms rather than the disease. The hope is that a better understanding of what a Parkinson's disease patient's brain goes through will make it easier to deconstruct the illness and spur drug development. The researchers created the pea-size mini-brains by growing stem cells that create neurons. They were able to modify this human-based mini-brain with genetic tweaks to the stem cells that, in turn, mimicked the genomic qualities associated with a higher risk for Parkinson's. For this study, the researchers focused only on Parkinson's, the second-most common neurodegenerative condition in the U.S. and second only to Alzheimer's. But they hope that their synthetic, genetic template can be used in all manner of future brain disease research. The study was conducted by researchers from the Agency of Science, Technology and Research's Genome Institute of Singapore, Singapore's National Neuroscience Institute, and Duke-NUS Medical School."
COVID deaths are up 34%. See the states where ICU beds are in short supply,275,"Will the world ever rid itself of COVID? Unlikely, said the World Health Organization’s Mike Ryan yesterday at a press conference in Geneva. Noting that he expects SARS-CoV-2 to evolve like influenza pandemic viruses, he offered, “I think this virus is here to stay with us.”"
"This city has over 24,000 COVID cases in its schools—and others are catching up",2521,"As schools settle in for a rocky start to the academic year, COVID cases are exploding in many cities. There isn't a national database of COVID outbreaks in schools, but school districts’ reporting shows concerning numbers of positive COVID tests from both students and school staff.

Atlanta’s school district has found 24,270 confirmed cases since the start of the school year—and that’s without data from Clayton County, one of the area’s largest districts, being updated. Last week alone, nearly 6,000 students tested positive. That’s an increase of over 20,000 cases in under a month. Other large school districts around the U.S. don't match Atlanta's high numbers, but they are catching up quickly. For instance, Tampa has nearly 9,000 students in quarantine after just the first week of school. Los Angeles reported 5,307 cases as of Sept. 1, despite some of the strictest safety protocols in the country. Another 729 school staff in L.A. schools have also been infected. Texas schools' case numbers are notably higher than Atlanta. Statewide, nearly 52,000 students (and almost 14,000 staffers) have tested positive this school year. And more students tested positive last week than during the peak period of the 2020–2021 school year. In Houston alone, there are over 11,500 cases among students and staff. New York City public schools are set to reopen on Sept. 13, and parents and onlookers will be watching the numbers from the city carefully. What’s concerning in these cities isn’t just the numbers, it’s how fast the virus is spreading. Atlanta schools have been in session since early August. Texas began going back around Aug. 9, but it was a rolling return. Neither Georgia nor Texas is requiring students to wear masks. Not every large school district is in crisis mode, though. Chicago schools have only officially reported 11 student and 28 employee cases so far this year, though the city doesn’t update its data in real time (and teachers’ union officials say they’ve been told over 900 students are in quarantine). San Jose’s three largest districts, meanwhile, have reported just 120 COVID cases year to date, giving credit to mandatory mask orders. And Miami has reported 147 students and 186 employees testing positive since school tracking began on Aug. 13. Since that time, though, 13 school employees have died from the virus. Several school districts do not make public announcements on COVID case numbers, but they will occasionally post a notice on social media or their district website."
Florida judge says schools can continue to impose mask mandates,2056,"Florida schools can start legally requiring masks, a state court judge ruled, even as Governor Ron DeSantis appeals an earlier decision invalidating his ban on mask mandates. Leon County Circuit Court Judge John C. Cooper ruled last month in favor of parents who challenged the governor’s ban, and Florida appealed his decision, triggering an automatic hold on it. On Wednesday Cooper vacated that stay, allowing schools to issue and enforce mask mandates without fear of penalties such as withholding funds.  It’s highly unusual to vacate an automatic stay, the judge said at a hearing held over Zoom. But “we’re not in normal times—we’re in a pandemic,” he said. “We have children who can’t be protected by a vaccination.” Whether to require masks at school amid a surge of coronavirus cases has become an explosive political issue across the U.S. Republicans opposed to mask rules say it should be a matter of personal choice rather than a government requirement. Similar court fights are underway in several other states, including Texas and Oklahoma. In Florida itself a hearing is scheduled for Wednesday afternoon in a federal case involving schoolchildren with disabilities. An executive order by DeSantis, a Republican and possible presidential contender in 2024, set in motion a process under which the Florida Department of Health effectively barred blanket mask mandates in schools. The state argued that the ban was in keeping with its new Parents’ Bill of Rights, which DeSantis signed this year. The law gives mothers and fathers the last word on health care for their children. The parents suing DeSantis argued he banned mask rules even as the Delta variant of the virus was spreading in Florida far faster than a year ago, when students were required to wear masks. Many districts, including the state’s largest, in Miami-Dade County, have already instituted such mandates in defiance of the state. The case is McCarthy v. DeSantis, 2021-CA-001382, Florida’s Second Judicial Circuit Court (Tallahassee). —With assistance from Erik Larson."
