Title,Source
"Health News: Disease, Nutrition, Healthcare & More",https://www.nbcnews.com/health
"Near Obamacare anniversary, Americans will receive greater health care subsidies",https://www.nbcnews.com/politics/joe-biden/near-obamacare-anniversary-biden-delivers-significant-change-health-coverage-n1261007
"CRN Magazine Names Covisint, a Compuware Company, as a Top Healthcare Vendor",https://www.nbcnews.com/id/wbna40089426
4 Alternatives to Offering Paid Healthcare Benefits,https://www.nbcnews.com/business/business-news/4-alternatives-offering-paid-healthcare-benefits-wbna56228927
Here's How Trump Would Replace Obamacare,https://www.nbcnews.com/politics/2016-election/donald-trump-reveals-details-his-health-care-plan-n530701
Trump readies major change in health care without Congress,https://www.nbcnews.com/politics/white-house/trump-readies-major-change-health-care-without-congress-n809491
Dow falls 100 points as healthcare vote sends jitters down Wall Street,https://www.nbcnews.com/business/economy/dow-falls-100-points-ahead-contentious-healthcare-vote-n738266
Hackers: HealthCare.gov still riddled with potential security issues,https://www.nbcnews.com/tech/tech-news/hackers-healthcare-gov-still-riddled-potential-security-issues-flna2d11940198
Have you put off healthcare during Covid-19? 4 ways women can abandon shame at the doctor’s office,https://www.nbcnews.com/know-your-value/feature/have-you-put-healthcare-during-covid-19-4-ways-women-ncna1264918
"No major security breaches on HealthCare.gov, Democrats say",https://www.nbcnews.com/healthmain/no-major-security-breaches-healthcare-gov-democrats-say-2d11741989
Facebook Plots First Steps Into Healthcare: Reuters,https://www.nbcnews.com/tech/social-media/facebook-plots-first-steps-healthcare-reuters-n217556
NetSol Technologies' Joint Venture Atheeb NetSol to Participate in Kingdom Healthcare Expansion Summit,https://www.nbcnews.com/id/wbna40469417
"As vaccine mandates spread, protests follow — some spurred by nurses",https://www.nbcnews.com/tech/social-media/vaccine-mandates-spread-protests-follow-spurred-nurses-rcna1654
McCain's complicated health care legacy: He hated Obamacare. He also saved it.,https://www.nbcnews.com/health/obamacare/mccain-hated-obamacare-he-also-saved-it-n904106
Health care experts say coronavirus exposes major flaws in medical system,https://www.nbcnews.com/news/us-news/health-care-experts-say-coronavirus-exposes-major-flaws-medical-system-n1194391
Health care industry spends $30 billion a year on marketing,https://www.nbcnews.com/health/health-news/health-care-industry-spends-30-billion-year-marketing-n956251
White House used Mitt Romney health-care law as blueprint for federal law,https://www.nbcnews.com/id/wbna44854320
Amy Coney Barrett’s past critiques on Obamacare face scrutiny,https://www.nbcnews.com/politics/supreme-court/trump-scotus-pick-amy-coney-barrett-s-past-critiques-obamacare-n1241191
"Top Democrats jump-start push to offer a health care 'public option,' a Biden promise",https://www.nbcnews.com/politics/congress/top-democrats-jump-start-push-offer-health-care-public-option-n1268584
"Trump signs EOs on health care, but does little to change existing legislation",https://www.nbcnews.com/politics/white-house/trump-signs-eos-health-care-does-little-change-existing-legislation-n1241022
"Covisint, a Compuware Company, Acquires DocSite, the Leading Healthcare Quality Reporting, Care and Analytics Company",https://www.nbcnews.com/id/wbna39268987
"6 Hot Healthcare Companies: From Smart Pill Bottles to Smart Diapers, What's Driving Innovation in Medical Tech?",https://www.nbcnews.com/business/business-news/6-hot-healthcare-companies-smart-pill-bottles-smart-diapers-whats-wbna54855292
Hacking of Health Care Records Skyrockets,https://www.nbcnews.com/news/us-news/hacking-health-care-records-skyrockets-n517686
White House: CBO ‘simply has it wrong’ on GOP healthcare bill,https://www.nbcnews.com/politics/white-house/white-house-cbo-simply-has-it-wrong-gop-healthcare-bill-n733011
"GOP draft health care bill cuts Medicaid, insurance subsidies",https://www.nbcnews.com/politics/congress/gop-draft-health-care-bill-cuts-medicaid-insurance-subsidies-n725331
GAO Report: HealthCare.gov Still Has Security Flaws,https://www.nbcnews.com/tech/security/gao-report-healthcare-gov-still-has-security-flaws-n205661
Coronavirus is killing more healthcare workers in Mexico. Here's why.,https://www.nbcnews.com/news/latino/coronavirus-killing-more-healthcare-workers-mexico-here-s-why-n1236016
"Senate Democrats reveal $3.5 trillion plan to invest in health care, climate change and more",https://www.nbcnews.com/politics/congress/senate-democrats-reveal-3-5-trillion-plan-invest-health-care-n1273893
"Vital Images to Present at the Stifel Nicolaus Healthcare Conference 2010 on Wednesday, September 15",https://www.nbcnews.com/id/wbna39060571
"1 in 3 Americans worry about being able to afford health care, NBC News/Commonwealth Fund survey says",https://www.nbcnews.com/health/health-news/1-3-americans-worry-about-being-able-afford-health-care-n1144426
Chatbots are shaking up the workforce in some unexpected ways,https://www.nbcnews.com/mach/innovation/chatbots-are-shaking-workforce-some-unexpected-ways-n738096
"SinoFresh Healthcare, Inc. Announces Acquisition of SinoFresh Healthcare Products, Inc.",https://www.nbcnews.com/id/wbna40471826
Five easy ways to cut your healthcare costs,https://www.nbcnews.com/better/money/five-easy-ways-cut-your-healthcare-costs-n642146
LifePoint to buy Province Healthcare,https://www.nbcnews.com/id/wbna5722823
GOP Rep. introduces 'World's Greatest Healthcare Plan',https://www.nbcnews.com/politics/politics-news/gop-rep-introduces-world-s-greatest-healthcare-plan-n730896
Do doctors treat women differently?,https://www.today.com/health/gender-bias-health-care-may-be-harming-women-s-health-t133583
"Opinion: With imminent healthcare changes, who will get left behind?",https://www.nbcnews.com/news/asian-america/opinion-imminent-healthcare-changes-who-will-get-left-behind-n703161
Nurses in multiple states will protest over a 'lack of preparedness',https://www.nbcnews.com/news/us-news/nurses-multiple-states-protest-over-lack-preparedness-n1174971
Redwood Healthcare Staffing Expands Business With Las Vegas Location,https://www.nbcnews.com/id/wbna43244698
"Deep in the troubled heart of Texas, health care suffers",https://www.nbcnews.com/health/health-care/deep-troubled-heart-texas-health-care-suffers-n947541
OSI Settles With GE Healthcare,https://www.nbcnews.com/id/wbna17812490
Government System Stores HealthCare.gov User Info 'Indefinitely',https://www.nbcnews.com/tech/security/government-system-stores-healthcare-gov-user-info-indefinitely-n375831
"Doctors, hospitals take up arms against Democrats' health care changes",https://www.nbcnews.com/politics/2020-election/doctors-hospitals-take-arms-against-democrats-health-care-changes-n1076666
Celebrity Chef Kathleen Daelemans to Guest Judge Association for Healthcare Foodservice Culinary Competition,https://www.nbcnews.com/id/wbna42494787
Ebola Outbreak: American Healthcare Workers Take Precautions,https://www.nbcnews.com/storyline/ebola-virus-outbreak/ebola-outbreak-american-healthcare-workers-take-precautions-n169151
Compuware Launches New Website Performance Benchmarks for US Healthcare Providers,https://www.nbcnews.com/news/amp/wbna43424540
6 ways to help health care workers during coronavirus pandemic,https://www.today.com/health/how-help-during-coronavirus-ways-support-health-care-workers-t176257
Is healthcare forgetting the elderly?,https://www.today.com/news/healthcare-forgetting-elderly-wbna4021323
5 Things Women Need to Know About the Hobby Lobby Ruling,https://www.nbcnews.com/news/amp/ncna145656
"Experts: HealthCare.gov fix needs more time, money",https://www.nbcnews.com/healthmain/experts-healthcare-gov-fix-needs-more-time-money-2d11632746
Jindal's 'healthcare for handshakes' model,https://www.msnbc.com/rachel-maddow-show/jindals-healthcare-handshakes-model-msna281526
Trump's backing a healthcare plan that breaks his promises,https://www.nbcnews.com/politics/white-house/trump-s-backing-healthcare-plan-breaks-his-promises-n733031
For facts sake: U.S. healthcare lags others,https://www.nbcnews.com/business/velshi-ruhle/facts-sake-u-s-healthcare-lags-others-n782126
Obama Vetoes Health Care Repeal Bill,https://www.nbcnews.com/news/us-news/obama-vetoes-obamacare-repeal-bill-n492881
'Stress tests' show Healthcare.gov was overloaded,https://www.nbcnews.com/politics/politics-news/stress-tests-show-healthcare-gov-was-overloaded-flna8c11548230
5 key questions await developers of healthcare.gov,https://www.nbcnews.com/news/world/5-key-questions-await-developers-healthcare-gov-flna8c11455691
"Trump promised a health care plan in 'weeks,' but a month later, it hasn't come",https://www.nbcnews.com/politics/2020-election/trump-promised-health-care-plan-weeks-month-later-it-hasn-n1238972
Average Family Healthcare Costs Have Tripled Since 2001,https://www.nbcnews.com/business/consumer/average-family-healthcare-costs-have-tripled-2001-n579656
"Nanosphere, Inc. to Present at Jefferies 2011 Global Healthcare Conference",https://www.nbcnews.com/id/wbna43271418
Open-source advocates to government: Let us help you fix healthcare.gov,https://www.nbcnews.com/news/world/open-source-advocates-government-let-us-help-you-fix-healthcare-flna8c11511202
OSI Systems to get $15 million settlement from GE Healthcare's Finland unit,https://www.nbcnews.com/id/wbna17812452
BIO-key International(R) Helps West Tennessee Healthcare Advance Its Biometric Security Solutions,https://www.nbcnews.com/id/wbna43377591
BIO-key and Lumidigm Bring Reliable E-Prescribing to Genesis HealthCare,https://www.nbcnews.com/id/wbna41618535
Redwood Healthcare Staffing Expands Medical Franchise Business With New Office and Opportunities in More States,https://www.nbcnews.com/id/wbna42311970
Redwood Healthcare Staffing Expands Medical Franchise Business With New Office and Opportunities in More States,https://www.nbcnews.com/id/wbna42311970
Finding A Doctor Trained in Transgender Health a Hurdle,https://www.nbcnews.com/health/health-news/transgender-healthcare-why-finding-trained-doctor-still-hurdle-n594741
Intubated Covid-19 patient plays violin to thank health care workers,https://www.nbcnews.com/news/us-news/intubated-covid-19-patient-plays-violin-thank-healthcare-workers-n1248255
Fact Check: Trump says he has the votes on health care. But he doesn't.,https://www.nbcnews.com/politics/donald-trump/fact-check-trump-says-he-has-votes-health-care-he-n805321
Trump says he's open to temporary health care deal with Democrats,https://www.nbcnews.com/politics/politics-news/trump-says-he-s-open-temporary-healthcare-deal-democrats-n808731
"IRIS to Present at Jefferies 2011 Global Healthcare Conference on June 9, 2011",https://www.nbcnews.com/id/wbna43183454
White House 'planning' on health care vote this week,https://www.nbcnews.com/politics/congress/white-house-planning-health-care-vote-week-n804271
The main objection doctors have to the GOP health plan: Medicaid cuts,https://www.nbcnews.com/health/health-care/just-about-every-major-medical-group-hates-gop-health-care-n776001
"US health care: It's officially a mess, institute says",https://www.nbcnews.com/healthmain/us-health-care-its-officially-mess-institute-says-982348
How to transfer health care responsibility to young adults,https://www.today.com/parenting-guides/six-things-about-healthcare-responsibility-t177748
